job_id,month,standard_job,job_title,job_responsibility,job_requirement,skills
GEN000067,2025-06,大模型应用工程师,阿里云智能-Agent infra容器K8S生态开发专家-杭州/北京,"1. 优化容器沙箱引擎，实现单集群高QPS持续创删及跨集群规模稳定运行。
2. 深化资源调度与复用机制，降低Agent沙箱资源持有成本，提升能效比。
3. 增强容器沙箱突发处理能力，支撑秒级弹性伸缩，保障高并发稳定性。
4. 主导OpenKruise Agents等生态集成，输出最佳实践文档，建立行业标准与社区影响力。
5. 构建高性能、低成本的云原生Agent基础设施底座，解决大规模沙箱生命周期管理难题。
补充职责：结合业务场景推进Multi-Agent、Codex、分布式缓存相关能力建设与落地。","1. 计算机科学、软件工程及相关专业，精通 Golang 语言，5年以上云原生或基础设施开发经验，熟练掌握性能调优和高并发编程，具备良好的编码习惯。
2. 深入理解 Kubernetes 核心组件原理、API 机制及 Operator 开发模式。
3. 熟悉 K8S Kubelet、容器运行时技术（containerd/Docker）及 Linux 内核 Namespace/Cgroups 机制，了解 gVisor、Kata Containers 等安全沙箱技术。
4. 熟练使用 AI 开发工具，有AI相关开发工具应用研发经验者优先，熟悉业界主流的Agent Infra、Agent Sandbox、Agent RL等技术，具备 Agent 平台构建、Skills开发、MCP部署等实战经验者优先，有开源社区运营经验者优先，持有阿里云 ACA/ACP/ACE 认证证书者优先。
5. 有强烈技术热情和好奇心，自驱力和学习力强；具备良好的分析与解决问题的能力、沟通以及团队合作能力；喜欢挑战性的技术研发工作，善于攻坚克难，有创新热情，积极乐观，坚韧抗压，结果导向，能够持续推动问题的解决和突破。
补充要求：具备Multi-Agent、Codex、分布式缓存相关实践经验者优先。",Multi-Agent; Codex; 分布式缓存; 工作流编排; LangChain; IDE插件; Language Server Protocol
GEN000068,2025-06,大模型应用工程师,网络研发实习生（ZTNA智能体）-安全与风控,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：我们团队研发新一代零信任安全平台，为人工智能时代的内部系统及企业客户提供安全保障。
凭借多年企业安全领域实战经验积累的深厚专业能力，我们致力于提升网络安全防护水平，助力字节跳动及客户在数字化转型之路上稳步前行。
通过构建具备韧性的智能防御体系，为字节跳动及其客户生态系统守护核心资产，赋能安全可信的创新实践。
1、参与飞连网络模块相关的架构设计与研发，构建高可用、高并发、可扩展的网络架构体系；
2、参与VPN、代理网关、SD-WAN、SASE等技术方向的持续演进与优化，支撑飞连业务场景；
3、和产品、研发、测试及需求方密切配合，参与需求讨论、功能设计、开发测试及运维等工作。","1、2027届本科及以上学历在读，计算机、网络、通信等相关专业背景优先；
2、深刻理解计算机及网络原理，熟悉TCP/IP协议栈，如NAT、DHCP、DNS、TCP/UDP等；
3、具有扎实的编程能力和模块化设计能力，追求优秀的代码质量；
4、具备较强的逻辑分析及沟通能力，有强烈的求知欲和自驱意识。
补充要求：具备PyTorch、Multi-Agent、CI/CD相关实践经验者优先。",PyTorch; Multi-Agent; CI/CD; 图像搜索; TCP/IP; 模型集成; Kafka; 开源模型API
GEN000069,2025-06,大模型应用工程师,前端开发实习生-飞书低代码平台和大模型应用,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：飞书低代码平台和大模型应用团队，致力于通过低代码、集成平台等产品技术，帮助客户更好的构建业务系统，我们提供的产品包括飞书低代码平台、飞书智能伙伴创建平台等，希望激发和培育更多开发者，加速组织数字化和智能化创新。
1、协助设计和飞书大模型应用、低代码/零代码开发平台、集成平台相关产品；
2、负责协助高质量的设计和编码；
3、主要组件为ReactJS，Electron等。
补充职责：结合业务场景推进图像搜索、强化学习、代码分析相关能力建设与落地。","1、2027届本科及以上学历在读，计算机相关专业优先；
2、良好的设计和编码习惯，热爱写代码，能产出高质量的设计和代码；
3、掌握Web前端开发技术：JavaScript（含ES6）、HTML、CSS、DOM、协议、安全等；
4、积极乐观，认真负责，乐于协作。",图像搜索; 强化学习; 代码分析; 可扩展平台; 模型集成; 逆合成设计模型; PLL
GEN000070,2025-07,大模型应用工程师,高德-AI Agent开发工程师（销售平台）-杭州-信息工程专项,"团队介绍
高德销售平台团队，致力于用AI重塑销售全链路效率。我们负责销售业 务的智能化升级，从线索获取、商机转化、客户运营到成交闭环，通过大 模型与Agent技术构建新一代AI-Native销售工作平台。团 队技术氛围浓厚，紧跟AI前沿，持续探索Multi-Agent协作 、龙虾AI助理等创新方向。
1、负责销售平台智能化升级，基于大模型与Agent技术重构销售线索管 理、商机跟进、客户运营、成交闭环等核心系统，打造支持多行业场景的 智能销售平台；
2、探索Multi-Agent协作架构在销售域的落地，构建销售Agent团队（如线索Agent、商机Agent、运营Agent等）， 推动从传统后端工程到AI-Native的技术范式升级；
3、负责大模型业务应用平台的搭建，包括销售领域知识库建设、Prompt工程工具链搭建、Agent设计编排等；
4、负责将AI Agent能力深度融入销售业务场景，包括但不限于智能外呼、商机预 测、客户洞察、销售话术生成等，持续提升销售效率与转化率。","1、本科及以上学历，计算机相关专业，2年以上后端开发经验，Java基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定了解；
2、具备大模型应用开发经验，熟悉Prompt Engineering、RAG、Agent设计框架等技术方向，有 实际Agent开发经验者优先；
3、熟练使用至少一种主流AI Coding工具（如Cursor、Claude Code、Qoder、OpenCode等），能将AI辅助编程深度 融入日常开发工作流，具备良好的人机协作编程习惯；
4、践行Spec-driven开发范式，擅长编写结构化的SPEC文档（需求规格/技术设计）来指导AI编码，确保AI生成代码的质量、可控性与业务一致性；
5、对大语言模型（LLM）原理有基本理解，熟悉主流AI Agent框架（如OpenClaw、AutoGen、Manus等）中 的至少一种，有实际使用经验；
6、深入理解掌握常见存储中间件，如MySQL/Redis/RMQ/ES等；熟悉分布式系统的设计和应用，能对分布式常用技术进行合理应用与问题定位；
7、具备良好的工程实现能力，能够独立完成从需求分析、技术设计到代码落 地的全流程；
8、对AI与工程结合的工作方向充满热情，具有较强的自驱学习能力，能够 快速跟进前沿技术动态并应用于实际项目；
9、具备良好的沟通协作能力和责任感，能够在跨团队场景中高效推进项目。
加分项
1、有销售领域、CRM、营销自动化等业务系统开发经验优先；
2、有大模型在销售场景的落地经验优先，如智能外呼、商机预测、客户画像等；
4、了解强化学习、多智能体系统等前沿方向优先。",Transformer; Codex; LangGraph; 大模型后训练; Language Server Protocol
GEN000071,2025-07,大模型应用工程师,PSIG_智能体算法工程师（J99389）,"#NAME?
补充职责：结合业务场景推进Multi-Agent、Cursor、Transformer相关能力建设与落地。","-包括但不限于计算机、人工智能、自动化、软件工程、数学、信息安全等专业的人才
-熟悉常见Agent范式及主流开发框架，熟悉LLM微调技术(LoRA/P-tuning)与强化学习算法(RFT/PPO/DPO)
-对新技术和新算法保持敏锐的触觉，具备快速学习和应用的能力,良好的沟通能力、团队合作精神以及较强的问题解决能力
-熟悉大模型基本原理（如Prompt、RAG、Agent、Tool Use等），理解评估在模型迭代中的关键作用
-有多模态理解（涵盖文本、图像、视频、音频）及评估经验者优先
-具备良好的工程能力，熟练掌握Python，具备系统设计和模块化开发经验
-具备良好的跨团队沟通能力，能推动复杂项目落地",Multi-Agent; Cursor; Transformer; CI/CD; Agent框架; Computing-in-memory; 扩散模型; 可验证反馈
GEN000072,2025-07,大模型应用工程师,Agent开发实习生-中国交易与广告,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：中国交易与广告，负责抖音电商、生活服务、广告营销等营收业务的研发。用技术带来美好生活，让用户发现更多优价好物，为用户提供更丰富独特的生活体验；连接海量用户与商家，促进交易达成，让生态里全流程体验更流畅，助力营收业务长效增长。
加入团队，你将投身流量与增长主战场，挑战复杂业务场景技术难题；直面真实商家和用户，用技术解决看得见的问题，在实战中快速成长，书写属于你的价值故事！
1、参与抖音集团广告业务线索经营场景商家平台及线索转化工具的能力建设，专注于优化线索转化链路，帮助客户更高效地获取用户；
2、参与面向商家的技术落地实现，覆盖商家成长/线索CRM/数据中心等场景，服务好高预算占比的线索商家群体；
3、参与面向用户的技术落地实现，覆盖智能建站/转化组件/线索收集/在线咨询等场景，有效提升线索转化链路的效率；
4、参与AI Agent在线索业务中落地，参与Agent产品交互开发、前后端交互方案以及Agent编排等工作。","1、2027届本科及以上学历在读，计算机专业优先；
2、数据结构、算法、设计模式与网络通信等相关计算机基础知识，熟练掌握JavaScript/CSS等前端必备技术栈，熟悉Node.js/Go，具备前后端一体化开发能力；
3、理解大模型基础原理，熟悉AI Agent核心模块（Prompt、记忆机制、工具调用、RAG、多智能体）；具备对话应用、智能编排、知识库平台等相关项目开发经验优先；
4、熟练掌握主流AI编码工具（Copilot、Cursor、TRAE、Claude Code、Codex等），能够利用AI完成需求拆解、代码编写、复杂逻辑重构、Bug定位修复、单测编写、代码评审，具备AI协同研发思维；
5、对技术保持好奇心，具备良好的沟通能力与团队合作精神；对所在领域有热情，善于独立思考并反思总结；
6、有相关岗位实习及项目开发经历优先。",强化学习; 代码生成; Agent框架; 量化; 模型集成; 高并发在线系统; 可验证反馈
GEN000073,2025-08,大模型应用工程师,大模型应用后端开发工程师-多模态方向,"1、参与内容理解系统的工程开发，在快手短视频、直播、电商等业务场景落地；
2、设计和实现高并发、高可用的大规模算法服务架构，服务于数亿用户群体；
3、围绕AI算法研发过程，开发相关平台工具，提升算法研发效率；
4、保障现有服务的可用性和稳定性，分析系统的问题和瓶颈，优化提高系统性能；","1、有扎实的计算机基础知识和编程功底，具备较强的编码能力；
2、精通多线程编程，熟悉Java，熟悉常用的中间件、缓存、消息队列、数据库等，拥有一定的系统架构设计能力；
3、具有较强的分析问题和快速解决问题的能力，良好的技术文档撰写能力和工作习惯，善于学习新技术，有能力针对特定场景给出高效合理的解决方案；
4、具备良好的沟通技能和团队协作意识，有一定的项目管理经验，善于自主推动跨部门复杂项目的实施落地；
5、热爱技术，有追求极致的精神，对代码质量和开发规范有高要求，富有责任心。
补充要求：具备PyTorch、Cursor、代码生成相关实践经验者优先。",PyTorch; Cursor; 代码生成; τ-bench; JVM; 服务部署; 奖励函数设计
GEN000074,2025-08,大模型应用工程师,到餐-高级开发工程师/全栈开发专家（AI Agent 方向）,"1、参与并探索到餐 AI+销售场景的落地，能够结合行业前沿的 Agent 实践、业务范式探索业务落地，过程涉及意图识别、推理规划、Query 理解和模型微调等
2、参与团队技术基建的建设，参与 AICoding 工具链建设，链路包含全栈开发框架、IDE、AI编码、CI/CD领域的设计优化和落地，能够对标业界独立解决具有一定难度的技术问题
3、能独立负责和探索 AI+工程化领域大型复杂项目，参与完成里程碑路径拆解及技术方案实现，能推动项目顺利落地并保证交付质量和可维护性
4、关注业界前端前沿发展，能够将新知识传递给团队，组织或参与定期培训与分享，并且转化到潜在项目中
5、能够协同 2-3 个同学负责北京团队同学的项目指导、技术和组织氛围建设","1、本科及以上学历，计算机或算法相关专业，2年以上工作经验
2、熟悉 Node.js/Python 及主流开发框架 (Koa.js、Egg.js)或有Hybrid / React Native等跨平台开发经验
3、在工程化领域某一方面有深入研究优先，对开源工程化工具有开发和贡献经验者优先
4、有 AI 相关实践经验，Agent实践、Cursor/Claude等工具使用，对模型微调、数据积累、幻觉优化和上下文工程有深入经验的优先",PyTorch; 深度学习; 多语言学习; 异常检测; 跨模态检索; LangChain; 行为检测
GEN000075,2025-08,大模型应用工程师,阿里国际站/Alibaba.com-AI Agent开发工程师/专家-Accio-杭州,"我们是 Accio，是第一个在 B2B 电商领域推出的 AI Agent（www.accio.com），加入我们，一起建设 AI Agent，帮助全球企业智能高效进行全球找品/找商，研究趋势，市场研究，新品开发，研究竞对格局等。AI 让这个时代充满了前所未有的机遇，而我们已经率先迈入这片蓝海。现在，诚邀你的加入，一起共创未来！
1. 参与和主导 MultiAgent 架构设计和落地，探索上下文工程优秀实践
2. 参与和主导 Agent 记忆系统的设计和落地，持续解决复杂技术难题
3. 持续学习 Agent 前沿的思想和经验，推动优秀实践落地，提升业务效果
4. 负责 Agent 研发效率、运维、性能、稳定性等","1. 2年以上软件工程经验，1年以上AI Agent 系统研发经验，精通Python/JAVA主流编程语言
2. 深入掌握Agent架构核心组件设计原理和调优方案，对开源的 Agent 框架了解，包含ADK，Prompt 调优，Function Calling，RAG，上下文工程及压缩等
3. 具备批判性思维，能将复杂问题转化为简洁、高效的实现方案，热爱技术，拥抱开源
4. 本科及以上学历，具备计算机科学、人工智能或相关专业背景",Cursor; AI编程工具; 论文复现; Vue.js; Kotlin Multiplatform; Presto
GEN000076,2025-09,大模型应用工程师,【LongCat实习】全模态Computer Use Agent前沿研究,"下一代智能体将超越纯文本交互，在屏幕、软件乃至物理世界中运作——这要求模型具备将图像、视频、音频、文本等多模态感知与可靠的实时行动能力统一融合的底层能力。本课题聚焦于将全模态（Omni-modal）理解能力深度融入Computer Use Agent（CUA），构建""边看、边听、边想、边做""的原生全模态智能体系统，推动智能体从单一文本工具调用走向真实数字环境中的多模态自主操作。
具体地，我们关注如下研究方向：
1.全模态感知与GUI交互的统一建模：探索将视觉（屏幕截图、视频流）、听觉（语音指令、系统音频）、文本等多模态信号在统一架构下进行融合理解，使Agent能够基于多模态上下文进行精准的GUI元素定位、状态识别与操作决策，提升在复杂真实桌面/移动端环境下的任务完成能力。
2.长时序跨应用任务规划与执行：研究Agent在跨小时级、多应用协同的长程数字任务中的持续意图保持、动态重规划与自主纠错能力，解决当前CUA在长交互链中出现的上下文丢失、计划漂移与误差累积问题，使Agent能够自主稳定地完成复杂的端到端工作流。
3.实时流式感知与连续决策：从""处理静态截图""升级到""实时屏幕流+音频流""的连续感知模式，探索Agent在动态变化的数字环境中进行实时状态追踪与即时响应的能力，支撑直播监控、实时协作等需要持续交互的场景。
4.全模态Agent的高效学习范式：探索面向全模态CUA场景的强化学习训练方法，包括但不限于：多模态环境下的奖励建模与过程奖励设计、GUI交互轨迹的大规模RL Scaling、基于环境反馈的自进化与持续学习机制，以及多模态推理与行动的联合优化策略。
【为什么是我们】
1.全栈顶配算力支持，依托美团大规模算力集群，提供千卡至万卡级算力支持，具备成熟的分布式训练与低延迟推理优化栈，保障 世界动作模型与 VLA 大规模训练。
2.与优秀人才同行，你将与行业顶尖的大模型研究员及机器人领域专家并肩作战，共同攻克具身智能的技术难点。","【必要项】
1.本科及以上学历，计算机、人工智能、自动化、数学等相关专业在读；
2.在以下一个或多个领域有较深入的研究或实践经验：多模态大模型（MLLM）、强化学习（RL）、Agent系统、GUI Agent / Computer Use、视觉-语言模型、跨模态融合；
3.熟悉Python，具备较强的工程实现能力，有大模型训练或推理实践经验者优先；
4.好奇心驱动，具备出色的问题分析与自主探索能力，能够在前沿不确定性较高的方向中持续推进；
5.具有良好的沟通协作能力，对追求前沿技术有强烈热情，能够与团队融洽合作，快速试验想法。
【加分项】
1.在ICLR/NeurIPS/ICML/ACL/CVPR等顶会发表论文者优先；
2.有影响力的开源项目中做出过核心贡献者优先；
3.有GUI Grounding、Screen Agent、Computer Use Agent、Browser Use/Web Agent等相关项目经验者优先。
补充要求：具备Diffusion、多语言学习、分布式缓存相关实践经验者优先。",Diffusion; 多语言学习; 分布式缓存; Codex; 异常检测
GEN000077,2025-09,大模型应用工程师,NLP/代码智能体算法工程师（J97394）,"职位描述：
1、负责代码大模型训练、对齐相关工作，包括不限于数据迭代、模型训练、模型评估。并在这个基础上搭建代码智能体，对标业界SOTA
2、结合实际场景，提供全面的技术解决方案，参与PE、推理优化、数据飞轮建设，提升大模型在应用场景的效果。
3、协助开发和优化 Al Agent 的数据采集、分析及数据闭环相关工具，支持标注工具、研发工具、数据分析与可视化系统的设计与实现，提升产研团队的工作效率
4、探索并训练高表现力布局生成模型效果，探索前沿的建模方式、训练策路、数据策略，以达到SOTA效果；探索Al能力的极限，并赋能产品以创造价值。","职位要求：
1 本科及以上学历，计算机、人工智能、自动化、数学专业优先；
2．对大模型的底层原理有基本理解，能跟踪语言模型和多模态领域的最新技术动向；
3.扎实的编程基础，对数据结构、算法设计基础有深度了解，熟练掌握Python/C++等主流语言一种或多种，熟练应用pytorch、 megatron、deepspeed、huggingface、transformers等深度学习框架和库；
4、具备强大的工程/算法能力，能迅速迁移过往的工程/算法经验，深入理解系统底层原理并进行系统优化，能快速学习新知识；
5. 有ACM/O/NOI/Top Coder等算法竞赛获奖经历优先；
6. 深入理解 NLP、CV 等机器学习领域的知识，拥有文本、图像/视频生成或AIGC领域丰富实操经验；
7、熟悉大模型相关研究的前沿进展，能快速复现业界最新研究成果，有顶会论文、ACM等编程竞赛获奖者优先。
8、责任心强，积极主动，有良好的沟通和合作能力。",Transformer; Diffusion; Codex; 功能模块开发; 面向对象编程; Presto
GEN000078,2025-09,大模型应用工程师,大模型智能体架构师（J83572）,"#NAME?
补充职责：结合业务场景推进PyTorch、分布式缓存、工作流编排相关能力建设与落地。","-包含但不限于计算机、信息工程、模式识别、人工智能、自动化、软件工程、电子工程、统计学、应用数学、物理学/量子计算、信息安全、信号与信息处理等专业的博士和优秀硕士；
-精通ReAct、AutoGPT等Agent范式及LangChain、AutoGen等开发框架，掌握LLM微调技术（LoRA/P-tuning）与强化学习算法（RFT/PPO/DPO）
-对新技术和新算法保持敏锐的触觉，具备快速学习和应用的能力；良好的沟通能力、团队合作精神以及较强的问题解决能力
-主导过大模型训练优化或模型调优，兼具工程实现能力与理论推导功底
-顶级会议论文（CVPR/ACL/ICML等）或开源项目核心贡献者优先
补充要求：具备PyTorch、分布式缓存、工作流编排相关实践经验者优先。",PyTorch; 分布式缓存; 工作流编排; 可扩展平台; 开源模型API
GEN000079,2025-10,大模型应用工程师,【大模型北斗实习】代码大模型,"随着AI技术的突破，代码大模型正成为软件开发领域的核心驱动力。基于LLM的代码生成工具已实现从自然语言描述到高质量代码的自动化生成，带来开发效率的大幅提升。本课题旨在打造行业的代码大模型，并推动Coding Agent在实际应用场景落地。 研究内容：
1）通过代码pretrain、continue train、SFT、RL等手段，提升大模型的代码能力。
2）构建高质量代码语料库，涵盖多语言、多场景的工业级代码数据。
3）研发Coding Agent，支持代码生成、编辑、单测生成等领域的落地应用。","1）熟悉NLP、LLM、MLsys、Optimization、OR、Control、RL等相关领域，对其中一个或多个方向有深入的研究经历，且有相关实际项目经验。
2）熟悉Python等至少一门编程语言，熟悉LINUX环境。
3）熟悉Pytorch、 Megatron、DeepSpeed 等开源训练框架。
加分项：
1）有影响力的开源项目中做出过核心贡献。
2）发表过高水平论文优先（如NeurIPS,ICLR,ICML,ACL,EMNLP等）。
3）KDDCup等业界知名机器学习比赛中获奖经历。",PyTorch; Diffusion; LangGraph; 多语言学习; 强化学习算法; TCP/IP; 功能模块开发; 大模型架构
GEN000080,2025-10,大模型应用工程师,大模型应用架构师-TikTok搜索,"1、深入探索TikTok搜索业务下产品的Agent应用，设计和研发领先的Agent模型与链路，推动AI技术在短视频应用领域中的突破；
2、参与TikTok智能对话机器人架构，搭建业界领先的基于LLM智能对话机器人；
3、负责智能对话机器人架构的需求迭代、架构设计，以及稳定性、可维护性和易扩展性；
4、理解领域架构，根据实际业务场景，将大模型应用高效落地，推动搜索、对话助手AI能力的持续突破。","1、本科及以上学历，计算机科学、人工智能、自然语言处理、计算机视觉等相关领域专业；
2、较强的工程能力，具备大模型的训练与优化经验；精通PyTorch/TensorFlow等框架，对于主流大模型并行框架（Deepspeed、Megatron）有相关了解；
3、熟悉LLM相关技术，有从0-1搭建AI Agent应用经验的优先。",Transformer; Diffusion; LangGraph; 强化学习算法; TCP/IP
GEN000081,2025-10,大模型应用工程师,数据挖掘和分析工程师（J71373）,#NAME?,"-3年以上深度学习相关工作或研究经验，有自动驾驶相关经验优先
-计算机、电子、自动化、应用数学等相关专业硕士或以上学历，博士优先
-具备扎实的Python/C++开发能力，有良好的编程习惯
-加分项：具有自动驾驶相关的图搜/文搜经验优先
-加分项：具有多模大模型、few-shot learning、开放目标检测、主动学习等相关研发和应用经验优先
-加分项：机器学习、计算机视觉或机器人领域顶级会议或期刊CVPR、ICCV、ICRA、IROS、PAMI、NIPS等发表论文者优先",PyTorch; Cursor; Diffusion; 分布式缓存; 熔断; Language Server Protocol; 真机调试
GEN000082,2025-11,大模型应用工程师,Agent开发岗,"1.负责平台后端核心服务的架构设计与开发，采用Python（Django/Flask/FastAPI）技术栈，构建设备接入层、物模型管理、任务编排调度等核心模块；
2.负责机器人集成平台应用开发和机器人调度中心开发；
3.主导平台服务化重构，支撑高并发、多租户场景下的稳定运行，保障政企客户交付的可靠性；
4.设计并实现方案商入驻流程、解决方案上架审核机制及案例库检索系统，支撑生态闭环的线上化运转；
5.基于LangChain、LangGraph、LlamaIndex等框架进行Agent的快速开发与迭代，将大模型能力封装为标准化、可复用的工具与组件。","1.3年及以上pyhon或java开发平台开发经验，本科及以上学历，机器人、自动化、计算机、电子信息、人工智能等相关专业优先；
2.熟悉GPT、Claude、Qwen、DeepSeek等主流大模型的API使用与特点，有大模型应用开发或Agent项目经验；
3.具备跨团队沟通能力，能与产品、算法、业务团队紧密协作，主动定义问题并对最终业务效果负责；
4.AI Agent项目常需反复调试Prompt与工具调用逻辑，需具备在不确定性中持续推进的耐心与韧性、
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",Transformer; LangGraph; 强化学习; 模型集成; 服务部署; 阿里云ACP
GEN000083,2025-11,大模型应用工程师,可信智能体高级研究员-安全与风控,"1、研究：研究智能体全链路安全可信防护技术，覆盖智能体决策、工具调用、记忆管理、多智能体协作等全流程的威胁建模；
2、引擎建设：设计并实现智能体运行时安全防护引擎，攻克提示词攻击检测、异常行为识别、恶意工具调用拦截、敏感数据泄露防护等核心技术难题；
3、运营与溯源体系：建设安全运营闭环，实现智能体安全风险的实时监测、关联分析、自动处置与全链路溯源；
4、安全平台化：研发智能体通用安全组件与平台，支撑全公司智能体产品的安全接入，降低业务线安全改造成本；
5、标准与影响力：参与相关标准制定，沉淀智能体安全防护最佳实践，推动行业安全标准的落地与推广。
补充职责：结合业务场景推进Cursor、深度学习、多语言学习相关能力建设与落地。","1、硕士学位及以上，计算机、信息安全、人工智能等相关专业，博士学位优先；
2、具备3年以上安全系统开发经验，熟悉零信任、身份认证、动态权限控制、异常行为检测等传统安全技术；
3、具备1年以上大模型/智能体安全相关工作经验，熟悉常见大模型安全风险与防护技术（如提示注入防御、对抗样本防护、数据泄露防护、越权访问控制等）；
4、深入理解大模型与智能体系统架构，熟悉Transformer机制，深刻理解智能体决策流程、工具调用机制与记忆管理逻辑；
5、熟练掌握Python/Go等至少一门编程语言，熟悉LangChain、LlamaIndex、AutoGPT等主流智能体开发框架；
6、关注新型AI研发范式，对Prompt/Context Engineering有丰富实践经验，熟悉主流AI编程助手（如Cursor、Claude等）及其背后的交互原理；具备优秀的逻辑分析、问题解决能力，以及良好的团队协作与跨部门推动能力。
加分项：
1、有大模型/智能体安全防护系统从0到1建设或业务落地经验者优先；
2、在大模型安全、智能体攻防领域有相关高水平论文发表，或拥有相关专利者优先；
3、在开源社区有重量级AI安全/Agent框架贡献者优先。",Cursor; 深度学习; 多语言学习; Codex; SOAR; PHP; 阿里云ACP; Egg.js; 面向对象编程; 奖励函数设计
GEN000084,2025-11,大模型应用工程师,Dev Agent后端开发实习生-开发者服务,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：字节跳动开发者服务团队负责公司研发工具与基础设施体系建设，为内部开发者提供覆盖全技术栈的框架、工具和研发体系能力，支撑业务高效稳定迭代。
在此基础上，团队正打造面向全场景的AI Agent平台，将大模型与公司内部工程知识深度结合，覆盖需求分析、编码开发、测试发布、运维治理等软件全生命周期，帮助ByteDancer显著提升生产力，重塑开发者服务的形态与体验。
期待对研发工具体系、AI工程生产力有热情、希望在大规模真实场景中打磨技术的同学加入，与我们一起建设新一代开发者基础设施，共同成长！
1、参与字节跳动公司级研发提效AI Agent和相关产品开发；
2、借助数据分析、用户调研、业界分析，主动挖掘相关场景，推进功能建设；
3、借助评测，Prompt优化，知识优化等能力，优化相关场景的效果和体验；
4、通过成品和工程建设，优化相关场景用户体验。
补充职责：结合业务场景推进代码生成、多语言学习、AI编程工具相关能力建设与落地。","1、2027届本科及以上学历在读，计算机、通信和电子信息科学等相关专业优先；
2、至少熟练掌握一门编程语言（C/C++/Golang/Java/Python/PHP等）；
3、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
4、有强烈的求知欲，优秀的学习和沟通能力。
补充要求：具备代码生成、多语言学习、AI编程工具相关实践经验者优先。",代码生成; 多语言学习; AI编程工具; PHP; 开源模型API; Kafka; 代码评测
GEN000085,2026-01,大模型应用工程师,大模型应用开发工程师-抖音生态与运营,"1、重新定义AI时代的运营体系借助大模型能力重构内容理解、作者挖掘、作者培养、趋势洞察等工作模式；设计并实现服务创作者的个性化运营助手Agent，覆盖灵感推荐、创作建议、数据分析、平台变现等业务场景，将人工运营的经验与最佳实践转化为可规模化的智能服务能力；
2、探索下一代AI驱动的热点资讯平台构建面向抖音用户的、由AI驱动的资讯全链路——从热点发现、内容生产、个性化分发到深度追踪；攻克内容完整性、真实权威性、质量把控、发布时效性等挑战，用AI重塑资讯体验，打造全网最具深度和时效的资讯平台；
3、构建面向复杂场景的Agent核心基建设计并落地面向复杂业务场景的Agent架构，在意图理解、Agent Loop、RAG检索增强、长期记忆、模型微调、效果评测等模块上持续探索最优方案；研发ReAct Agent与Multi-Agent协作机制，让智能体在真实业务中具备规划、推理与自主决策能力；
4、打造AI原生的一站式研发平台构建面向抖音B端平台的一站式智能构建工具，深度结合AICoding与平台特性，在数据模型、接口协议、前端组件、跨平台一致性等关键模块上实现突破，推动团队从""手工开发""向""智能装配""转型，实现整体架构统一与研发效率的极速提升；
5、大模型领域适配与前沿探索根据业务场景需求开展大模型的定制化训练与对齐优化：运用LoRA/QLoRA构建业务专用模型，通过DPO/GRPO等对齐技术提升输出质量，探索RLHF在运营场景中的最佳实践；持续追踪AI前沿技术动态，将最新研究成果快速转化为业务能力。","1、基础要求：
1）计算机相关专业本科及以上学历，具备大语言模型应用开发经验；
2）具备优秀的数据敏感度与逻辑思维能力，能够针对业务问题构建分析框架，将数据转化为可量化的洞察；
3）强烈的学习热情与技术好奇心，紧跟LLM技术前沿，积极探索AI在业务场景中的创新应用；
4）有主人翁意识，责任心强，具备良好的团队协作能力；
2、加分项（具备以下任一经验优先）：
1）Agent架构实战：深入理解多轮对话、指令遵循、Function Call、RAG、记忆机制、Multi-Agent等核心模块，有实际业务落地经验；
2）AI开发框架：熟悉LangChain、LangGraph、Dify等主流框架，有从0到1构建AI应用的项目经验；
3）模型训练与对齐：熟悉LoRA/QLoRA微调技术及DPO/GRPO等对齐方法，有模型训练实践经验；
4）全栈工程能力：具备前后端开发能力，能独立完成从模型集成到产品交付的完整链路。",Transformer; 深度学习; PyTorch; 代码生成; 图像搜索; 高并发在线系统; PLL; 前端技术
