skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
Hive,数据工程,traditional,2,2024-12,信息安全工程师; 全栈开发工程师; 大数据开发工程师; 广告算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 软件开发工程师; 通信工程师; 风控算法工程师,15,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,16,24,9,AI Agent算法工程师; Python开发工程师; 网络安全工程师; 安全工程师; 解决方案工程师; 云计算工程师; 多模态算法工程师; 算法工程师; 芯片设计工程师,信息安全工程师; 全栈开发工程师; 大数据开发工程师; 广告算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 软件开发工程师; 通信工程师; 风控算法工程师; AI Agent算法工程师; Python开发工程师; 网络安全工程师; 安全工程师; 解决方案工程师; 云计算工程师; 多模态算法工程师; 算法工程师; 芯片设计工程师,2024-12,大数据开发工程师; 广告算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 软件开发工程师; 通信工程师; 风控算法工程师,12,22,10,信息安全工程师; 全栈开发工程师; 网络安全工程师; Python开发工程师; 数据平台工程师; 解决方案工程师; 安全工程师; 多模态算法工程师; 算法工程师; 芯片设计工程师,2024-12: 大数据开发工程师; 广告算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 软件开发工程师; 通信工程师; 风控算法工程师 -> 2025-01: 信息安全工程师; 全栈开发工程师; 网络安全工程师 -> 2025-02: Python开发工程师; 数据平台工程师; 解决方案工程师 -> 2025-05: 安全工程师 -> 2025-08: 多模态算法工程师; 算法工程师 -> 2025-12: 芯片设计工程师,18,2025-08,2792,2024-12: 信息安全工程师; 全栈开发工程师; 大数据开发工程师; 广告算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 软件开发工程师; 通信工程师; 风控算法工程师 -> 2025-01: AI Agent算法工程师; Python开发工程师; 网络安全工程师 -> 2025-02: 安全工程师; 解决方案工程师 -> 2025-03: 云计算工程师 -> 2025-05: 多模态算法工程师 -> 2025-07: 算法工程师; 芯片设计工程师,2026-08-08T05:14:20+00:00
IT基础设施,云计算,traditional,2,2024-12,云计算工程师; 服务器工程师; 硬件工程师; 网络工程师; 解决方案工程师; 质量工程师; 软件架构师; 运维工程师,8,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,7,10,2,通信工程师; 驱动开发工程师,云计算工程师; 服务器工程师; 硬件工程师; 网络工程师; 解决方案工程师; 质量工程师; 软件架构师; 运维工程师; 通信工程师; 驱动开发工程师,2024-12,服务器工程师; 硬件工程师; 网络工程师; 解决方案工程师; 质量工程师; 软件架构师; 运维工程师,7,10,3,云计算工程师; 通信工程师; 驱动开发工程师,2024-12: 服务器工程师; 硬件工程师; 网络工程师; 解决方案工程师; 质量工程师; 软件架构师; 运维工程师 -> 2025-01: 云计算工程师; 通信工程师 -> 2025-02: 驱动开发工程师,10,2025-01,1065,2024-12: 云计算工程师; 服务器工程师; 硬件工程师; 网络工程师; 解决方案工程师; 质量工程师; 软件架构师; 运维工程师 -> 2025-01: 通信工程师; 驱动开发工程师,2026-08-08T05:14:20+00:00
Java,编程语言,traditional,2,2024-12,AI Agent应用工程师; AI Agent算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; Go开发工程师; Java开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 后端开发工程师; 图形图像工程师; 大数据开发工程师; 大模型测试工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 机器人算法工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 算法工程师; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片设计工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师,46,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,41,52,6,iOS开发工程师; 服务器工程师; 语音算法工程师; 大模型应用工程师; 前端开发工程师; 数据库工程师,AI Agent应用工程师; AI Agent算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; Go开发工程师; Java开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 后端开发工程师; 图形图像工程师; 大数据开发工程师; 大模型测试工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 机器人算法工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 算法工程师; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片设计工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师; iOS开发工程师; 服务器工程师; 语音算法工程师; 大模型应用工程师; 前端开发工程师; 数据库工程师,2024-12,AI Agent应用工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; Go开发工程师; Java开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 后端开发工程师; 图形图像工程师; 大数据开发工程师; 大模型测试工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 机器人算法工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 算法工程师; 系统软件工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 解决方案工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师,43,50,7,AI Agent算法工程师; 服务器工程师; 自动驾驶算法工程师; iOS开发工程师; 数据库工程师; 语音算法工程师; 前端开发工程师,2024-12: AI Agent应用工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; Go开发工程师; Java开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 后端开发工程师; 图形图像工程师; 大数据开发工程师; 大模型测试工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 机器人算法工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 算法工程师; 系统软件工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 解决方案工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: AI Agent算法工程师 -> 2025-02: 服务器工程师; 自动驾驶算法工程师 -> 2025-03: iOS开发工程师; 数据库工程师 -> 2025-09: 语音算法工程师 -> 2025-12: 前端开发工程师,47,2025-03,8326,2024-12: AI Agent应用工程师; AI Agent算法工程师; AI安全工程师; AI应用工程师; Android开发工程师; C++开发工程师; DevOps工程师; Go开发工程师; Java开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 后端开发工程师; 图形图像工程师; 大数据开发工程师; 大模型测试工程师; 安全工程师; 客户端开发工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 机器人算法工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 算法工程师; 系统软件工程师; 网络安全工程师; 网络工程师; 自动驾驶算法工程师; 芯片设计工程师; 解决方案工程师; 计算机视觉算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: iOS开发工程师; 服务器工程师; 语音算法工程师 -> 2025-02: 大模型应用工程师 -> 2025-03: 前端开发工程师; 数据库工程师,2026-08-08T05:14:20+00:00
JavaScript,编程语言,traditional,2,2024-12,AI Agent算法工程师; AI应用工程师; Android开发工程师; Go开发工程师; Python开发工程师; 全栈开发工程师; 前端开发工程师; 大模型应用工程师; 大模型测试工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 通信工程师,14,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,8,20,6,iOS开发工程师; 算法研究员; 系统软件工程师; 网络工程师; 软件开发工程师; AI安全工程师,AI Agent算法工程师; AI应用工程师; Android开发工程师; Go开发工程师; Python开发工程师; 全栈开发工程师; 前端开发工程师; 大模型应用工程师; 大模型测试工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 通信工程师; iOS开发工程师; 算法研究员; 系统软件工程师; 网络工程师; 软件开发工程师; AI安全工程师,2024-12,AI应用工程师; Python开发工程师; 全栈开发工程师; 前端开发工程师; 大模型测试工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 通信工程师,9,15,6,Android开发工程师; iOS开发工程师; 解决方案工程师; 算法研究员; Go开发工程师; 网络工程师,2024-12: AI应用工程师; Python开发工程师; 全栈开发工程师; 前端开发工程师; 大模型测试工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 通信工程师 -> 2025-01: Android开发工程师; iOS开发工程师; 解决方案工程师 -> 2025-06: 算法研究员 -> 2025-07: Go开发工程师; 网络工程师,14,2024-12,933,2024-12: AI Agent算法工程师; AI应用工程师; Android开发工程师; Go开发工程师; Python开发工程师; 全栈开发工程师; 前端开发工程师; 大模型应用工程师; 大模型测试工程师; 测试工程师; 测试开发工程师; 芯片验证工程师; 解决方案工程师; 通信工程师 -> 2025-01: iOS开发工程师 -> 2025-03: 算法研究员; 系统软件工程师 -> 2025-05: 网络工程师 -> 2025-07: 软件开发工程师 -> 2025-08: AI安全工程师,2026-08-08T05:14:20+00:00
Kafka,数据工程,traditional,2,2024-12,AI安全工程师; 后端开发工程师; 大数据开发工程师; 技术支持工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 测试工程师; 网络安全工程师; 网络工程师; 解决方案工程师; 软件开发工程师; 运维工程师,14,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,11,21,7,AIGC算法工程师; Go开发工程师; Java开发工程师; 驱动开发工程师; 全栈开发工程师; 安全工程师; 数据挖掘算法工程师,AI安全工程师; 后端开发工程师; 大数据开发工程师; 技术支持工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 测试工程师; 网络安全工程师; 网络工程师; 解决方案工程师; 软件开发工程师; 运维工程师; AIGC算法工程师; Go开发工程师; Java开发工程师; 驱动开发工程师; 全栈开发工程师; 安全工程师; 数据挖掘算法工程师,2024-12,后端开发工程师; 大数据开发工程师; 数据仓库工程师; 数据平台工程师; 数据开发工程师; 解决方案工程师; 软件开发工程师; 运维工程师,8,18,10,Go开发工程师; 网络安全工程师; 网络工程师; 数据工程师; 驱动开发工程师; 全栈开发工程师; 安全工程师; 技术支持工程师; Java开发工程师; 测试工程师,2024-12: 后端开发工程师; 大数据开发工程师; 数据仓库工程师; 数据平台工程师; 数据开发工程师; 解决方案工程师; 软件开发工程师; 运维工程师 -> 2025-01: Go开发工程师; 网络安全工程师; 网络工程师 -> 2025-02: 数据工程师; 驱动开发工程师 -> 2025-04: 全栈开发工程师 -> 2025-05: 安全工程师; 技术支持工程师 -> 2025-06: Java开发工程师 -> 2025-07: 测试工程师,15,2025-07,1781,2024-12: AI安全工程师; 后端开发工程师; 大数据开发工程师; 技术支持工程师; 数据仓库工程师; 数据工程师; 数据平台工程师; 数据开发工程师; 测试工程师; 网络安全工程师; 网络工程师; 解决方案工程师; 软件开发工程师; 运维工程师 -> 2025-01: AIGC算法工程师; Go开发工程师; Java开发工程师; 驱动开发工程师 -> 2025-03: 全栈开发工程师 -> 2025-05: 安全工程师 -> 2026-05: 数据挖掘算法工程师,2026-08-08T05:14:20+00:00
Kotlin,编程语言,traditional,2,2024-12,AI Agent应用工程师; AI Infra工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,3,5,0,,AI Agent应用工程师; AI Infra工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师,2024-12,Android开发工程师; iOS开发工程师; 客户端开发工程师,3,5,2,AI Infra工程师; AI Agent应用工程师,2024-12: Android开发工程师; iOS开发工程师; 客户端开发工程师 -> 2025-02: AI Infra工程师 -> 2025-11: AI Agent应用工程师,5,2024-12,491,2024-12: AI Agent应用工程师; AI Infra工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师,2026-08-08T05:14:20+00:00
Kubernetes,系统与运维,traditional,2,2024-12,AI Agent应用工程师; AI Infra工程师; C++开发工程师; DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 大数据开发工程师; 大模型应用工程师; 大模型测试工程师; 技术支持工程师; 数据仓库工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 网络工程师; 自动驾驶算法工程师; 软件开发工程师; 运维工程师,20,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,13,24,4,数据平台工程师; 测试开发工程师; 语音算法工程师; 算法工程师,AI Agent应用工程师; AI Infra工程师; C++开发工程师; DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 大数据开发工程师; 大模型应用工程师; 大模型测试工程师; 技术支持工程师; 数据仓库工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 网络工程师; 自动驾驶算法工程师; 软件开发工程师; 运维工程师; 数据平台工程师; 测试开发工程师; 语音算法工程师; 算法工程师,2024-12,AI Agent应用工程师; C++开发工程师; DevOps工程师; 云计算工程师; 信息安全工程师; 大数据开发工程师; 技术支持工程师; 数据仓库工程师; 服务器工程师; 机器学习算法工程师; 网络工程师; 自动驾驶算法工程师; 软件开发工程师; 运维工程师,14,22,8,AI Infra工程师; Python开发工程师; 数据库工程师; Go开发工程师; 数据平台工程师; 语音算法工程师; 大模型测试工程师; 测试开发工程师,2024-12: AI Agent应用工程师; C++开发工程师; DevOps工程师; 云计算工程师; 信息安全工程师; 大数据开发工程师; 技术支持工程师; 数据仓库工程师; 服务器工程师; 机器学习算法工程师; 网络工程师; 自动驾驶算法工程师; 软件开发工程师; 运维工程师 -> 2025-01: AI Infra工程师; Python开发工程师; 数据库工程师 -> 2025-02: Go开发工程师 -> 2025-03: 数据平台工程师 -> 2025-04: 语音算法工程师 -> 2025-05: 大模型测试工程师 -> 2026-02: 测试开发工程师,20,2024-12,1751,2024-12: AI Agent应用工程师; AI Infra工程师; C++开发工程师; DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 大数据开发工程师; 大模型应用工程师; 大模型测试工程师; 技术支持工程师; 数据仓库工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 网络工程师; 自动驾驶算法工程师; 软件开发工程师; 运维工程师 -> 2025-01: 数据平台工程师 -> 2025-03: 测试开发工程师; 语音算法工程师 -> 2025-09: 算法工程师,2026-08-08T05:14:20+00:00
LLM,大模型,new,2,2024-12,NLP算法工程师; 大模型应用工程师; 大模型算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,13,15,12,AI Agent应用工程师; 多模态算法工程师; AI Agent算法工程师; AIGC算法工程师; AI安全工程师; 软件架构师; AI产品经理; 后端开发工程师; 解决方案工程师; DevOps工程师; 前端开发工程师; 测试开发工程师,NLP算法工程师; 大模型应用工程师; 大模型算法工程师; AI Agent应用工程师; 多模态算法工程师; AI Agent算法工程师; AIGC算法工程师; AI安全工程师; 软件架构师; AI产品经理; 后端开发工程师; 解决方案工程师; DevOps工程师; 前端开发工程师; 测试开发工程师,2024-12,NLP算法工程师; 大模型应用工程师; 大模型算法工程师,3,14,11,AI Agent应用工程师; 多模态算法工程师; AI Agent算法工程师; AIGC算法工程师; AI安全工程师; 软件架构师; AI产品经理; 后端开发工程师; 解决方案工程师; 前端开发工程师; 测试开发工程师,2024-12: NLP算法工程师; 大模型应用工程师; 大模型算法工程师 -> 2025-01: AI Agent应用工程师; 多模态算法工程师 -> 2025-02: AI Agent算法工程师; AIGC算法工程师 -> 2025-05: AI安全工程师; 软件架构师 -> 2025-07: AI产品经理; 后端开发工程师; 解决方案工程师 -> 2026-04: 前端开发工程师; 测试开发工程师,14,2026-05,2031,2024-12: NLP算法工程师; 大模型应用工程师; 大模型算法工程师 -> 2025-01: AI Agent应用工程师; 多模态算法工程师 -> 2025-02: AI Agent算法工程师; AIGC算法工程师 -> 2025-05: AI安全工程师; 软件架构师 -> 2025-07: AI产品经理; 后端开发工程师; 解决方案工程师 -> 2026-01: DevOps工程师 -> 2026-02: 前端开发工程师 -> 2026-04: 测试开发工程师,2026-08-08T05:14:20+00:00
LangChain,大模型,new,2,2025-01,AI Agent应用工程师; 大模型应用工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,6,10,8,全栈开发工程师; 后端开发工程师; 软件架构师; AI产品经理; 解决方案工程师; 测试开发工程师; Java开发工程师; 前端开发工程师,AI Agent应用工程师; 大模型应用工程师; 全栈开发工程师; 后端开发工程师; 软件架构师; AI产品经理; 解决方案工程师; 测试开发工程师; Java开发工程师; 前端开发工程师,2025-01,AI Agent应用工程师; 大模型应用工程师,2,10,8,全栈开发工程师; 软件架构师; 后端开发工程师; AI产品经理; 解决方案工程师; 测试开发工程师; Java开发工程师; 前端开发工程师,2025-01: AI Agent应用工程师; 大模型应用工程师 -> 2025-03: 全栈开发工程师; 软件架构师 -> 2025-06: 后端开发工程师 -> 2025-07: AI产品经理; 解决方案工程师 -> 2025-11: 测试开发工程师 -> 2026-05: Java开发工程师 -> 2026-06: 前端开发工程师,7,2026-06,968,2025-01: AI Agent应用工程师; 大模型应用工程师 -> 2025-03: 全栈开发工程师; 后端开发工程师; 软件架构师 -> 2025-07: AI产品经理; 解决方案工程师 -> 2025-08: 测试开发工程师 -> 2026-03: Java开发工程师 -> 2026-04: 前端开发工程师,2026-08-08T05:14:20+00:00
LangGraph,大模型,new,2,2025-02,AI Agent应用工程师,1,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,4,8,7,AI Agent算法工程师; 大模型应用工程师; 软件架构师; 后端开发工程师; 全栈开发工程师; AI产品经理; 测试开发工程师,AI Agent应用工程师; AI Agent算法工程师; 大模型应用工程师; 软件架构师; 后端开发工程师; 全栈开发工程师; AI产品经理; 测试开发工程师,2025-02,AI Agent应用工程师,1,7,6,软件架构师; AI Agent算法工程师; 大模型应用工程师; 全栈开发工程师; 后端开发工程师; AI产品经理,2025-02: AI Agent应用工程师 -> 2025-04: 软件架构师 -> 2025-09: AI Agent算法工程师; 大模型应用工程师 -> 2025-10: 全栈开发工程师 -> 2026-02: 后端开发工程师 -> 2026-06: AI产品经理,6,2026-02,428,2025-02: AI Agent应用工程师 -> 2025-03: AI Agent算法工程师 -> 2025-04: 大模型应用工程师; 软件架构师 -> 2025-08: 后端开发工程师 -> 2025-10: 全栈开发工程师 -> 2026-02: AI产品经理 -> 2026-05: 测试开发工程师,2026-08-08T05:14:20+00:00
Linux,系统与运维,traditional,2,2024-12,AI Infra工程师; AIGC算法工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 后端开发工程师; 大数据开发工程师; 安全工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络工程师; 自动驾驶算法工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 音视频工程师; 驱动开发工程师,39,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,35,47,8,大模型应用工程师; 大模型测试工程师; iOS开发工程师; 风控算法工程师; 芯片设计工程师; 大模型算法工程师; 数据挖掘算法工程师; 前端开发工程师,AI Infra工程师; AIGC算法工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 后端开发工程师; 大数据开发工程师; 安全工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络工程师; 自动驾驶算法工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 音视频工程师; 驱动开发工程师; 大模型应用工程师; 大模型测试工程师; iOS开发工程师; 风控算法工程师; 芯片设计工程师; 大模型算法工程师; 数据挖掘算法工程师; 前端开发工程师,2024-12,AI Infra工程师; AIGC算法工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 后端开发工程师; 大数据开发工程师; 安全工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络工程师; 自动驾驶算法工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 音视频工程师; 驱动开发工程师,39,45,6,iOS开发工程师; 大模型应用工程师; 大模型测试工程师; 芯片设计工程师; 数据挖掘算法工程师; 风控算法工程师,2024-12: AI Infra工程师; AIGC算法工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 后端开发工程师; 大数据开发工程师; 安全工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络工程师; 自动驾驶算法工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 音视频工程师; 驱动开发工程师 -> 2025-02: iOS开发工程师; 大模型应用工程师; 大模型测试工程师 -> 2025-07: 芯片设计工程师 -> 2025-09: 数据挖掘算法工程师 -> 2026-01: 风控算法工程师,40,2025-02,6449,2024-12: AI Infra工程师; AIGC算法工程师; Android开发工程师; C++开发工程师; DevOps工程师; FPGA工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 后端开发工程师; 大数据开发工程师; 安全工程师; 嵌入式软件工程师; 广告算法工程师; 技术支持工程师; 推荐算法工程师; 搜索算法工程师; 数据平台工程师; 数据库工程师; 服务器工程师; 机器学习算法工程师; 测试工程师; 测试开发工程师; 硬件工程师; 算法工程师; 算法研究员; 系统软件工程师; 网络工程师; 自动驾驶算法工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 软件开发工程师; 软件架构师; 运维工程师; 音视频工程师; 驱动开发工程师 -> 2025-01: 大模型应用工程师; 大模型测试工程师 -> 2025-02: iOS开发工程师 -> 2025-03: 风控算法工程师 -> 2025-06: 芯片设计工程师 -> 2025-07: 大模型算法工程师 -> 2025-09: 数据挖掘算法工程师 -> 2026-06: 前端开发工程师,2026-08-08T05:14:20+00:00
LoRA微调,大模型,new,2,2024-12,大模型应用工程师; 大模型算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,8,6,NLP算法工程师; AI Agent算法工程师; AI产品经理; 解决方案工程师; 后端开发工程师; 测试开发工程师,大模型应用工程师; 大模型算法工程师; NLP算法工程师; AI Agent算法工程师; AI产品经理; 解决方案工程师; 后端开发工程师; 测试开发工程师,2024-12,大模型应用工程师; 大模型算法工程师,2,6,4,NLP算法工程师; AI产品经理; 解决方案工程师; AI Agent算法工程师,2024-12: 大模型应用工程师; 大模型算法工程师 -> 2025-01: NLP算法工程师 -> 2025-05: AI产品经理; 解决方案工程师 -> 2026-04: AI Agent算法工程师,6,2026-06,888,2024-12: 大模型应用工程师; 大模型算法工程师 -> 2025-01: NLP算法工程师 -> 2025-02: AI Agent算法工程师 -> 2025-05: AI产品经理; 解决方案工程师 -> 2025-06: 后端开发工程师 -> 2026-02: 测试开发工程师,2026-08-08T05:14:20+00:00
Lua,编程语言,traditional,2,2024-12,后端开发工程师; 客户端开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,3,1,前端开发工程师,后端开发工程师; 客户端开发工程师; 前端开发工程师,2024-12,客户端开发工程师,1,2,1,前端开发工程师,2024-12: 客户端开发工程师 -> 2026-01: 前端开发工程师,2,2026-01,172,2024-12: 后端开发工程师; 客户端开发工程师 -> 2025-02: 前端开发工程师,2026-08-08T05:14:20+00:00
MCP,大模型,new,2,2025-04,AI Agent应用工程师; 大模型应用工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,7,9,7,后端开发工程师; 软件架构师; DevOps工程师; 全栈开发工程师; 解决方案工程师; AI产品经理; 测试开发工程师,AI Agent应用工程师; 大模型应用工程师; 后端开发工程师; 软件架构师; DevOps工程师; 全栈开发工程师; 解决方案工程师; AI产品经理; 测试开发工程师,2025-04,AI Agent应用工程师; 大模型应用工程师,2,7,5,软件架构师; DevOps工程师; 全栈开发工程师; 解决方案工程师; AI产品经理,2025-04: AI Agent应用工程师; 大模型应用工程师 -> 2025-05: 软件架构师 -> 2025-09: DevOps工程师 -> 2025-11: 全栈开发工程师; 解决方案工程师 -> 2026-07: AI产品经理,7,2026-07,737,2025-04: AI Agent应用工程师; 大模型应用工程师 -> 2025-05: 后端开发工程师; 软件架构师 -> 2025-09: DevOps工程师 -> 2025-11: 全栈开发工程师; 解决方案工程师 -> 2026-03: AI产品经理 -> 2026-06: 测试开发工程师,2026-08-08T05:14:20+00:00
