job_id,month,standard_job,job_title,job_responsibility,job_requirement,skills
GEN000011,2025-06,大模型算法工程师,多模态大模型算法实习生（语音方向）,"1. 优化语音合成线上效果，探索语音新范式以及语音大模型等前沿技术；
2. 研究音乐、歌唱合成以及歌唱转换等方向，给视频化提供更丰富的能力；
3. 探索全流式语音合成，以及优化音频编辑技术效果；
4. 持续优化视频配音效果，结合业务需求提供多样化强表现力的配音能力。","1. 熟练掌握Python或C++等编程语言；
2. 熟悉常见机器学习、深度学习算法；
3. 具备强烈的技术好奇心和学习能力。",Machine Learning; NLP; 机器学习; TensorFlow; 计算机视觉; DPO; Multimodal AI; PPO; GRPO
GEN000012,2025-07,大模型算法工程师,大模型应用算法Leader-AI应用与创新,"团队介绍：AI应用与创新团队，立足于抖音集团（抖音、直播、今日头条、番茄小说、财经等），致力于AI技术研究与业务创新赋能，包括：AI x 体验、 AI x 质量、AI x 安全等，助力业务品质与口碑的持续提升。
团队拥有算法（大模型、推荐、机器学习）、工程（后台、前端、大数据）、产品等多种职能岗位，地域覆盖深圳、北京、杭州、上海。
团队积极向上，工程师文化，技术氛围好，年度输出几十篇技术发明专利、10+次行业会议分享、一作一单位发表CVPR/ICML/NIPS/FSE/ASE等CCF-A高水平论文多篇。
1、负责字节跳动抖音系产品多业务场景下的多模态算法研发工作，包括并不限于多模态内容理解、用户反馈理解、行为序列建模、大模型评估等；
2、跟踪大模型领域的最新研究成果，用以持续提升算法应用效果，包括不限于Pretrain/CT/SFT/RAG/PE/Agent等；
3、深度参与产品研发项目，和产品经理/工程研发/质量/运营等同学密切配合，提高项目整体效率和收益。","1、计算机相关专业本科及以上学历，5年以上算法研究与开发经验；
2、具备扎实的算法基础，包括但不限于NLP、CV、多模态、LLM、MLLM、强化学习等领域的认知和实践经验；
3、熟悉主流的BERT/Transformer/GPT等预训练模型，熟练掌握TensorFlow/PyTorch/Keras等任一主流机器学习框架；
4、作风正派、责任心强、协作能力好，对工作充满热情，能够深刻影响其他人；乐于亲自下一线，带领团队深入业务共创拿结果。
加分项：
1、从事过大模型基座研发工作优先；
2、有优秀的算法工程经验、熟悉GPU推理加速者优先；
3、有国际顶级会议（NeurIPS/ICLR/ICML/CVPR等）论文发表者优先。",LLM; Machine Learning; PyTorch; TensorFlow; 多模态; LoRA微调; DeepSpeed; GRPO; DPO
GEN000013,2025-07,大模型算法工程师,大模型算法实习生-国际化商业安全,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：国际化商业安全团队致力于在国际化用户、企业和产品之间建立安全可靠的连接。我们通过一系列完善的系统和能力，审核广告内容、预测政策违规行为，并执行广告审核通过或拒绝的措施。
作为国际商业化团队的业务合作伙伴，我们提供的业务诚信解决方案不仅确保国际化业务始终是一个安全、积极、友好的用户环境，同时也推动业务增长。
1、参与大语言模型（LLM）和视觉语言模型（VLM）的研发与优化工作；
2、基于Qwen、LLaMA等主流大模型框架进行算法创新和应用开发；
3、探索大模型在具体业务场景中的应用，解决实际问题；
4、参与模型训练、微调、评估等全流程工作；
5、与团队成员协作，共同推进技术创新和项目落地。","1、2027届硕士及以上学位在读，机器学习、人工智能、计算机科学、数学等相关专业；
2、熟练掌握Python编程语言，使用PyTorch、TensorFlow等深度学习框架；
3、熟悉Qwen、LLaMA等大模型框架的使用和原理，有大语言模型或视觉语言模型项目经验者优先；
4、对人工智能技术有浓厚兴趣和深入思考，具备良好的学习能力和问题解决能力；
5、有创新思维，能够独立思考和探索，拥有良好的团队协作精神和沟通能力。",C/C++; NLP; Python; 机器学习; 深度学习; Megatron; 计算机视觉; Multimodal AI; PPO
GEN000014,2025-08,大模型算法工程师,Token Foundry-算法专家-多语言同传大模型,"1. 负责Qwen-Omni多语言能力研发，解决多语言语音翻译、实时同传等技术问题。
2. 大模型算法前沿技术追踪、探索，建设技术影响力。
3. 研发基于多模态大模型的多语言/跨语言任务处理新范式，构建基于大模型的多语言应用。
4. 负责在电商、教育、广告、游戏等多语言业务场景的应用落地。","1. 研究生以上学历，熟悉Pytorch、Tensorflow等至少一种深度学习框架；
2. 熟悉机器学习，有语音语言方向研究经历。实际参与过大模型预训练、微调、偏好对齐中至少一项，熟悉相关流程；
3.良好的技术洞察力和优秀的业务分析能力，能应对多样的业务算法需求。乐于合作，能够与工程、产品等团队协同。对大模型应用、AGI有很强的技术热情。
4.良好的科研能力，在所在领域有高影响力的技术成果和沉淀优先（如论文、开源项目等）优先；
5.有多语言多模态大模型技术背景优先。
补充要求：具备C/C++、Machine Learning、机器学习相关实践经验者优先。",C/C++; Machine Learning; 机器学习; 深度学习; Megatron; TensorFlow; 计算机视觉; LoRA微调; Multimodal AI
GEN000015,2025-08,大模型算法工程师,大模型应用算法工程师（智能质量方向）-开发者服务,"1、负责大模型、深度学习、知识图谱等技术在软件智能交付领域的相关应用技术研发，业务场景包括但不限于代码生成、需求理解、测试生成、智能发布、风险挖掘等；
2、跟踪AIGC等前沿技术领域的最新研究成果，探索工业领域落地可行性，并持续提升算法应用效果；
3、探索大模型技术在研发、测试领域中的落地应用，为研发效率提升提供大模型算法应用能力；
4、深度参与项目研发，与产品和业务团队同事保持密切配合，不断优化项目整体效益，提升用户体验。
补充职责：结合业务场景推进LLM、NLP、PyTorch相关能力建设与落地。","1、本科及以上学历，计算机、人工智能及相关专业，具备扎实的理论基础和技术背景；
2、熟悉大模型原理应用和深度学习框架（如TensorFlow、PyTorch等），具备软件智能交付相关项目的实际应用经验；
3、至少掌握Python、Go、Java、C++等工程语言的一种，具备大模型PE、微调、智能体、Harness等相关实践经验；
4、具备良好的问题分析与解决能力，能够独立承担项目研发任务，并能紧跟前沿技术动态，应用于实际项目；
5、具备良好的沟通能力和团队合作精神，能够与产品和业务团队紧密协作；
6、对研效智能化演进有浓厚兴趣，愿意在该领域持续深耕。
具备以下经验者优先：
1、在学术会议或期刊上发表过相关论文；
2、在代码生成，智能测试，智能运维相关领域有出色研究成果或高品质落地经验。",LLM; NLP; PyTorch; Python; DeepSpeed; 多模态; GRPO; DPO; PPO
GEN000016,2025-09,大模型算法工程师,大语言模型应用算法工程师-豆包大模型,"团队介绍：字节跳动Seed团队成立于2023年，致力于寻找通用智能的新方法，追求智能上限，为科技和社会发展作出贡献。
Seed团队在AI领域拥有长期愿景与决心，团队研究方向涵盖MLLM、GenMedia、AI for Science、机器人等，在中国、新加坡、美国等地设有实验室和岗位。目前，团队已推出业界领先的通用大模型以及前沿的多模态能力，支持豆包、即梦、TRAE等超过50个应用场景，并通过火山引擎开放给企业客户。第三方数据显示，豆包App用户量在中国市场排名第一，豆包大模型日均Token调用量行业领先。
1、优化&创新RLHF算法训练效率与模型泛化能力；
2、Long CoT技术的实现和应用；
3、多模态大模型（文本、图像、语音）的Post-training算法；
4、构建高质量、多领域的数据合成方法；
5、探索LLM在情感对话、创作等场景的应用。","1、硕士学位及以上，计算机、通信、数学等相关专业（有数学、编程竞赛的有加分）；
2、多年NLP/深度学习研发经验，至少1年大模型应用相关实战经验；
3、深入理解LLM技术栈（如RLHF、Prompt Engineering、LoRA微调等）；
4、熟悉Python/PyTorch，CUDA优化，以及Transformer、MoE等核心网络架构；具备扎实的代码能力（Python/C++）；
5、在ACL/EMNLP/NeurIPS等会议发表LLM相关论文。",Megatron; LLM; PyTorch; LoRA微调; DeepSpeed; 多模态; 计算机视觉; GRPO; PPO
GEN000017,2025-09,大模型算法工程师,混元大模型音频理解算法工程师（北京）,"1.负责语音/音频大模型研发，包括音频理解（ASR/音频caption）、音视频理解等模型研发；
2.负责预训练、后训练、强化学习（文本和音频强化）相关的数据、算法、评测工作；
3.负责音频理解/ASR模型开源以及产品落地（比如产品全链路端到端优化、音频理解在噪音/口音/远场/音效音乐场景的优化）。","1.有语音识别、音频理解、音乐理解等相关经验者优先；
2.有音视频多模态、大语言模型（预训练、微调、强化学习）等相关经验者优先；
3.优秀的代码能力、数据结构和算法功底，熟练掌握Python，熟悉Pytorch/Megatron/FSDP等模型训练框架、熟悉SLIME/VERL等RL框架优先；
4.有ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先；
5.在相关顶级会议或期刊（如NeurIPS/ICLR/ICML/ACL/CVPR/ICASSP/INTERSPEECH等）有论文发表者优先；
6.良好的英语文献阅读能力，强烈的进取心/求知欲/团队合作精神，以及优秀的问题解决能力，热衷于追求技术创新。
补充要求：具备C/C++、Machine Learning、NLP相关实践经验者优先。",C/C++; Machine Learning; NLP; Python; 机器学习; 深度学习; TensorFlow; DPO; Multimodal AI
GEN000018,2025-10,大模型算法工程师,多模态大模型算法实习生-TikTok算法,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：TikTok推荐算法团队，负责国际化短视频产品的基础推荐算法，加入我们，你能接触到包括用户增长、社交、直播、电商C端、内容创造、内容消费等核心业务场景，直接为核心用户体验负责，支持产品在全球赛道上高速发展。我们的工作内容包括大规模推荐算法的优化、复杂约束的优化问题的解决、多模态大模型的落地探索，推荐大模型的应用研究等多个学术领域的算法改进以及对多种场景的推荐架构的设计和对产品数据的复杂深入的分析。在这里，你可以深入钻研机器学习算法的改进和优化，探索前沿的技术；可以跟来自全球不同国家的团队合作,感受不同文化的碰撞,激发认知；可以通过对产品和内容生态的深度分析，影响产品未来的发展方向。
1、探索多模态模型，包括多模态预训练，多模态LLM；
2、将多模态模型应用于图像/视频的生成创作、逻辑推理、深层语义理解、视频语义压缩、视频高光判断等；
3、探索LLM、多模态等的高效Finetuning技术和推理技术，保证模型在业务场景中的快速适配和高效调用；
4、研究方向包括：多模态预训练、图片和视频的生成、图片和视频风格迁移、跨模态检索、大模型多标签分类、半监督学习、自监督学习。","1、2027届硕士及以上学位在读，计算机、统计、数据科学、物理等相关专业；
2、有一定计算机基础，具有良好的算法基础和编码能力；
3、熟悉Linux平台以及常用深度学习框架PyTorch/TensorFlow等；
4、责任心强，积极主动，有良好的沟通能力和团队合作能力；
5、有独立思考以及动手能力，提出想法并能付诸实践验证；
6、熟悉自然语言处理/图像处理理论和技术，了解学术界在NLP/CV领域的最新进展，有相关领域会议期刊论文/比赛名次者优先。",Megatron; LoRA微调; DeepSpeed; LLM; NLP; Python; GRPO; TensorFlow; 多模态; 计算机视觉; PPO
GEN000019,2025-10,大模型算法工程师,音视频大模型算法工程师,"1、负责研发基于diffusion的low-level视频处理算法，专注于提升算法性能，包括但不限于网络架构设计、算法优化、大规模数据处理以及Diffusion模型保真性提升；
2、负责研发基于diffusion的视频压缩和生成框架，致力于突破视频生成极限，涉及图像/视频压缩算法的创新设计和优化；
3、持续关注并分析国际前沿的AI技术动态，将最新的处理及编解码技术融入现有模型，为研发下一代基于AI的高效视频处理系统提供技术基础。","1、在计算机视觉/人工智能领域CCF-A类会议或期刊发表过高质量研究论文者，或在各类视觉和算法竞赛中取得显著成绩者优先；
2、熟悉常见的low-level图像处理方法，包括但不限于去噪、超分辨率等算法；
3、熟悉常见的传统编解码和AI codec优化技术，如H.265、VVC等标准等；
4、对AGI有强烈的热情和远见。",LoRA微调; C/C++; Machine Learning; Python; 机器学习; GRPO; 多模态; 计算机视觉; PPO; Multimodal AI
GEN000020,2025-10,大模型算法工程师,【大模型北斗实习】大模型预训练数据构建理论与算法研究,"本课题研究方向包括但不限于：
1）构建端到端的网页文本内容提取系统，针对网络数据的复杂性，从系统效率和模型效果角度持续优化内容提取算法，迭代生产标准。
2）设计预训练数据的全局质量优化和治理方案，优化全局采样策略、隐私保护和安全合规，提升基座模型训练效率和最终效果。
3）建设多模态交错数据处理链路，通过数据分析和配比实验等手段优化多模态数据质量和多样性，支撑多模态大模型数据需求。
4）推动数据驱动的模型性能突破。
5）负责千亿级网页的大规模处理和万亿级token数据生产，通过分布式计算、模型量化及显存优化的方式提升数据处理和生产效率。
补充职责：结合业务场景推进Megatron、DeepSpeed、C/C++相关能力建设与落地。","1）计算机科学、数据科学、自然语言处理等相关专业，具备大模型相关背景，在相关领域有深入研究经历并有实际论文产出或项目经验。
2）扎实的编程功底，熟练掌握TensorFlow/PyTorch/Megatron等深度学习框架，熟悉Java/C++等编程语言；熟练掌握大数据处理工具，如Spark、Flink、Ray等。
3）熟悉大模型训练流程，熟悉Transformer模型结构，对GPT/LLAMA/MoE等模型架构有深入了解。
加分项：
1）有大模型预训练相关数据构建和处理项目经验者优先。
2）发表过高水平论文优先（如NeurIPS,ICLR,ICML,ACL,EMNLP等）。",Megatron; DeepSpeed; C/C++; LLM; NLP; PyTorch; 深度学习; DPO
