job_id,job_title,company_name,source_type,source_name,raw_keyword,normalized_keyword,category,keyword_type,source,evidence_field,evidence_sentence,confidence,match_method
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,元宝,元宝,岗位标签,title_or_tag,auto_title_tag,tags,元宝,0.72,title_tag
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,产品经理,产品经理,岗位角色,role,seed,job_title,元宝- AI策略产品经理,1.0,seed_dictionary
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,元宝- AI策略产品经理,元宝- AI策略产品经理,岗位角色,title_or_tag,auto_title_tag,job_title,元宝- AI策略产品经理,0.72,title_tag
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,Memory,Memory,自动短语,auto_english,regex_english,job_description,优化Agent能力，通过包括不限于RAG、Tools、Memory等方式，不断提升用户体验,0.65,regex_english
job_02045c718340d09dd064,元宝- AI策略产品经理,腾讯,enterprise,腾讯招聘,Tools,Tools,自动短语,auto_english,regex_english,job_description,优化Agent能力，通过包括不限于RAG、Tools、Memory等方式，不断提升用户体验,0.65,regex_english
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,负责AI技术在腾讯会议各场景的框架规划与功能落地，挖掘用户对AI的真实诉求，优化用户体验,1.0,seed_dictionary
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,确保产品规划,确保产品规划,产品运营,auto_phrase,regex_chinese_phrase,job_description,协同算法、研发、运营和设计等多团队，确保产品规划的落地实施与持续优化,0.6,regex_chinese_phrase
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,运营,运营,产品运营,business,seed,job_description,协同算法、研发、运营和设计等多团队，确保产品规划的落地实施与持续优化,0.8,seed_dictionary
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,CSIG,CSIG,岗位标签,title_or_tag,auto_title_tag,tags,CSIG,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,两年以上工作经验,两年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,两年以上工作经验,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,产品,产品,岗位标签,title_or_tag,auto_title_tag,tags,产品,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,腾讯会议,腾讯会议,岗位标签,title_or_tag,auto_title_tag,tags,腾讯会议,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,产品经理,产品经理,岗位角色,role,seed,job_title,腾讯会议-AI产品经理-AI应用体验方向,1.0,seed_dictionary
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,腾讯会议-AI产品经理-AI应用体验方向,腾讯会议-AI产品经理-AI应用体验方向,岗位角色,title_or_tag,auto_title_tag,job_title,腾讯会议-AI产品经理-AI应用体验方向,0.72,title_tag
job_04266fa15e75aa6ca5da,腾讯会议-AI产品经理-AI应用体验方向,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,负责腾讯云及AI产品/技术的全球化传播，围绕云 IaaS/MaaS/PaaS等产品，策划并执行有技术深度的传播方案,1.0,seed_dictionary
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,CDG,CDG,岗位标签,title_or_tag,auto_title_tag,tags,CDG,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,一年以上工作经验,一年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,一年以上工作经验,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,公共,公共,岗位标签,title_or_tag,auto_title_tag,tags,公共,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,营销与公关,营销与公关,岗位标签,title_or_tag,auto_title_tag,tags,营销与公关,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,云及AI 技术公关经理,云及AI 技术公关经理,岗位角色,title_or_tag,auto_title_tag,job_title,云及AI 技术公关经理,0.72,title_tag
job_1e7b19ea8790b10e1946,云及AI 技术公关经理,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Agent,AI Agent,AI与大模型,technology,seed,job_description,AI 专家级实操： 精通 ComfyUI 节点式逻辑、模型微调、插件调用及 Agent 自动化流程搭建,0.9,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,AIGC,AIGC,AI与大模型,technology,seed,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Agent,Agent,AI与大模型,auto_english,regex_english,job_description,沉淀团队专属的 AI 风格模型库、工作流模板及 Agent 资源,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,微调,模型微调,AI与大模型,technology,seed,job_description,AI 专家级实操： 精通 ComfyUI 节点式逻辑、模型微调、插件调用及 Agent 自动化流程搭建,0.9,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,ComfyUI,ComfyUI,AI应用,technology,seed,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Midjourney,Midjourney,AI应用,technology,seed,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Stable Diffusion,Stable Diffusion,AI应用,technology,seed,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",1.0,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,品牌,品牌,产品运营,business,seed,job_description,Level Infinite 是腾讯旗下国际游戏业务品牌，致力为全球玩家带来充满乐趣、原汁原味的游戏体验，让玩家随时随地进入游戏世界,0.8,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,本科,本科,学历要求,constraint,seed,job_description,专业背景： 本科及以上学历，设计、美术或计算机相关专业优先,0.95,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,IEG,IEG,岗位标签,title_or_tag,auto_title_tag,tags,IEG,0.72,title_tag
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,设计,设计,岗位标签,title_or_tag,auto_title_tag,tags,设计,0.72,title_tag
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,AI创意设计师,AI创意设计师,岗位角色,title_or_tag,auto_title_tag,job_title,AI创意设计师,0.72,title_tag
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Flux,Flux,数据与算法,technology,skill_aliases,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",0.85,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,3D,3D,游戏美术,technology,seed,job_description,针对IAA、休闲类游戏的业务场景，搭建并输出标准化的 AI 绘画、视频生成、3D 辅助及试玩广告工作流（Workflow），实现生产力的标准化与规模化,0.9,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,China-Shenzhen,China-Shenzhen,自动短语,auto_english,regex_english,job_description,Work Location: China-Shenzhen,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Diffusion,Diffusion,自动短语,auto_english,regex_english,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Facebook,Facebook,自动短语,auto_english,regex_english,job_description,想进一步了解Level Infinite，请访问www.levelinfinite.com，并在Twitter、Facebook、Instagram和Youtube上关注我们的官方账号,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Fatshark,Fatshark,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Funcom,Funcom,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Goddess,Goddess,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Honor,Honor,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Infinite,Infinite,自动短语,auto_english,regex_english,job_description,Level Infinite 是腾讯旗下国际游戏业务品牌，致力为全球玩家带来充满乐趣、原汁原味的游戏体验，让玩家随时随地进入游戏世界,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Inflexion,Inflexion,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Instagram,Instagram,自动短语,auto_english,regex_english,job_description,想进一步了解Level Infinite，请访问www.levelinfinite.com，并在Twitter、Facebook、Instagram和Youtube上关注我们的官方账号,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,King,King,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Level,Level,自动短语,auto_english,regex_english,job_description,Level Infinite 是腾讯旗下国际游戏业务品牌，致力为全球玩家带来充满乐趣、原汁原味的游戏体验，让玩家随时随地进入游戏世界,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,MOBILE,MOBILE,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,NIKKE,NIKKE,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,PUBG,PUBG,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Stable,Stable,自动短语,auto_english,regex_english,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Studios,Studios,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Twitter,Twitter,自动短语,auto_english,regex_english,job_description,想进一步了解Level Infinite，请访问www.levelinfinite.com，并在Twitter、Facebook、Instagram和Youtube上关注我们的官方账号,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Victory,Victory,自动短语,auto_english,regex_english,job_description,Level Infinite发行产品包括《PUBG MOBILE》、《Goddess of Victory: NIKKE 》《Honor of King》等热门游戏，并与合作工作室联手推出了来自Fatshark的《战锤40K：暗潮》、Funcom的《沙丘：觉醒》、Inflexion Studios的《夜莺》在内多款产品,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,Youtube,Youtube,自动短语,auto_english,regex_english,job_description,想进一步了解Level Infinite，请访问www.levelinfinite.com，并在Twitter、Facebook、Instagram和Youtube上关注我们的官方账号,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,www.levelinfinite.com,www.levelinfinite.com,自动短语,auto_english,regex_english,job_description,想进一步了解Level Infinite，请访问www.levelinfinite.com，并在Twitter、Facebook、Instagram和Youtube上关注我们的官方账号,0.65,regex_english
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,工作流,工作流,自动短语,auto_phrase,regex_chinese_phrase,job_description,"AI 工作流体系建设： 深度研究并实操 Stable Diffusion, Midjourney, ComfyUI, Flux 等前沿 AIGC 工具",0.6,regex_chinese_phrase
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,自动化,自动化,自动短语,auto_phrase,regex_chinese_phrase,job_description,AI 专家级实操： 精通 ComfyUI 节点式逻辑、模型微调、插件调用及 Agent 自动化流程搭建,0.6,regex_chinese_phrase
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,交付,交付,项目管理,business,seed,job_description,精准把控项目创意落地，平衡“创意脑洞”与“技术实现边界”，确保素材高质量准时交付,0.8,seed_dictionary
job_1f9a714ff03a61a3598c,AI创意设计师,腾讯,enterprise,腾讯招聘,项目管理,项目管理,项目管理,business,seed,job_description,项目管理与创意生产： 负责跨部门（投放、设计、研发）创意项目的全周期管理,1.0,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,构建 AI Agent 效果和落地指标体系，通过评测和实验持续迭代和提升 Agent 能力,1.0,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,Agent,AI Agent,AI与大模型,technology,seed,job_description,通过提示词工程、知识库、Memory 和 Tools 等技术构建 Agent 能力实现业务提质增效,0.9,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,Agent,Agent,AI与大模型,auto_english,regex_english,job_description,负责研效领域 AI Agent 产品的能力规划、迭代和落地,0.65,regex_english
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,提示词,Prompt Engineering,AI与大模型,technology,seed,job_description,通过提示词工程、知识库、Memory 和 Tools 等技术构建 Agent 能力实现业务提质增效,0.95,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,知识库,知识库,AI与大模型,technology,seed,job_description,通过提示词工程、知识库、Memory 和 Tools 等技术构建 Agent 能力实现业务提质增效,0.9,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,CSIG,CSIG,岗位标签,title_or_tag,auto_title_tag,tags,CSIG,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,三年以上工作经验,三年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,三年以上工作经验,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,技术,技术,岗位标签,title_or_tag,auto_title_tag,tags,技术,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,质量管理（公共,质量管理（公共,岗位标签,title_or_tag,auto_title_tag,tags,质量管理（公共,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,AI研效高级工程师,AI研效高级工程师,岗位角色,title_or_tag,auto_title_tag,job_title,AI研效高级工程师,0.72,title_tag
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,Memory,Memory,自动短语,auto_english,regex_english,job_description,通过提示词工程、知识库、Memory 和 Tools 等技术构建 Agent 能力实现业务提质增效,0.65,regex_english
job_24f974ab0119fe19fdc7,AI研效高级工程师,腾讯,enterprise,腾讯招聘,Tools,Tools,自动短语,auto_english,regex_english,job_description,通过提示词工程、知识库、Memory 和 Tools 等技术构建 Agent 能力实现业务提质增效,0.65,regex_english
job_2851a784f7c6c75705fb,AI 宠物-后台工程师,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_title,AI 宠物-后台工程师,1.0,seed_dictionary
job_2851a784f7c6c75705fb,AI 宠物-后台工程师,腾讯,enterprise,腾讯招聘,Agent,AI Agent,AI与大模型,technology,seed,job_description,负责ClawPet桌面Agent产品的后台服务核心研发工作，构建高可靠、低延迟、可扩展的Go服务端技术体系,0.9,seed_dictionary
job_2851a784f7c6c75705fb,AI 宠物-后台工程师,腾讯,enterprise,腾讯招聘,Agent,Agent,AI与大模型,auto_english,regex_english,job_description,负责ClawPet桌面Agent产品的后台服务核心研发工作，构建高可靠、低延迟、可扩展的Go服务端技术体系,0.65,regex_english
job_2851a784f7c6c75705fb,AI 宠物-后台工程师,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_2851a784f7c6c75705fb,AI 宠物-后台工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
