job_id,month,standard_job,job_title,job_responsibility,job_requirement,skills
GEN000335,2026-04,NLP算法工程师,NLP算法工程师（J70753）,"参与模型数据的采集、标注和处理，构建优质的训练、验证和测试集
参与代码生成、文本生成、文本分类等相关大模型的开发和落地，参与效果评估
参与生成式大模型应用场景创新
具备较强的问题分析和解决能力，能够快速定位和解决数据相关问题
补充职责：结合业务场景推进Agent、Megatron、分布式系统相关能力建设与落地。","本科及以上学历，NLP相关专业
掌握NLP领域算法，包括BERT、GPT等，有实际落地经验优先
熟练使用paddle、pytorch、tensorflow之一的深度学习框架
具备良好的编程能力，熟练掌握Python/C++开发语言",Agent; Megatron; 分布式系统; Web爬虫; 深度学习框架; TypeScript; Node.js
GEN000336,2026-04,NLP算法工程师,NLP算法工程师-广告智能客服,"1、深入理解垂直领域业务规则，承担智能客服、问答系统的算法研究及开发，以高效的进行用户接待及信息收集；
2、跟进业界前沿算法，探索NLP/LLM大模型等技术，并结合业务场景取得应用落地；
3、负责优化LLM生成式大模型的在场景下的微调，使其以更自然、精准、友好、可控的方式与用户沟通；
4、探索LLM与文档、数据库等外源数据的结合，探索以目标为导向的模型范式。","1、硕士研究生及以上学历，扎实的NLP算法基础，2年以上NLP相关经验，对LLM大模型、问答系统、语义理解、文本分类、相似匹配等有较深入理解和实践；
2、熟练使用TensorFlow/PyTorch等开源深度学习框架，对深度学习训练、模型调优和推理加速等有实操经验；
3、熟悉Linux开发环境，精通Python/C++/Java/Go至少一种编程语言；
4、具备独立分析问题，定义问题和解决问题能力，并且有优秀的理解和沟通能力；
5、在ACL、EMNLP等NLP领域顶会发表期刊或大模型在业务场景落地经验者优先。",Agent; C/C++; VLA模型; Go; AIGC; 自然语言处理; 流式计算; TypeScript
GEN000337,2026-05,NLP算法工程师,NLP算法工程师-国际化搜索,"1、参与国际化短视频搜索引擎研发工作，用最前沿的机器学习算法、海量的数据，做最激动人心的技术、给用户最好的搜索体验；
2、参与国际化短视频搜索算法改进，可选的方向包括：
（1）探索前沿NLP技术：从基础的分词、NER，到应用上的Query分析、基础相关性等，全链路应用深度学习模型，每个细节都充满挑战；
（2）跨模态匹配技术：在搜索中应用CV+NLP深度学习技术，使搜索在上述业务中拥有更强大的检索能力；从事视频搜索、视觉搜索等相关算法的研究与开发工作，包括视频内容理解、视觉表征学习、多模态融合等；
（3）个性化搜索：应用大规模机器学习，解决搜索中的推荐问题，让搜索更加个性化更加懂你；
（4）千亿级数据：从大规模离线计算，分布式系统的性能、调度优化，到构建高可用、高吞吐和低延迟的在线服务的方方面面都有深入研究和创新。
补充职责：结合业务场景推进C/C++、Megatron、Go相关能力建设与落地。","1、出色的机器学习和深度学习基础能力，在NLP、CV、机器学习、LLM等方面有一定的应用经验；
2、扎实的代码能力、数据结构和基础算法功底；
3、出色的分析问题、解决问题能力；
4、熟悉Linux开发环境，熟练使用C++和Python语言；
5、有搜索算法经验者加分。",C/C++; Megatron; Go; 模型训练; NLP; 深度学习框架; TypeScript; Node.js
GEN000338,2026-05,NLP算法工程师,NLP算法工程师-抖音,"1、负责抖音短视频、直播各个业务场景中的视频文案、OCR文本、ASR文本的内容风险识别和意图理解；
2、负责社会热点事件、舆情事件在抖音短视频、直播内下的相关性挖掘，主动挖掘潜在风险；
3、解决和跟进一线的NLP相关业务问题；
4、结合业务内容安全需求的NLP模型技术探索；
5、相关算法模型的流程建设和代码框架研发工作。
补充职责：结合业务场景推进Agent、模型训练、CUDA相关能力建设与落地。","1、熟悉常用的NLP、机器学习相关技术。对文本分类、实体识别、语言模型、意图识别等常用技术，并有相关实践经验；
2、有较扎实的代码编程能力，熟练掌握C/C++/Python；
3、熟悉TensorFlow/PyTorch等开源深度学习框架；
4、有高水平论文者优先，包括但不限于ACL, EMNLP, NIPS, AAAI等。
补充要求：具备Agent、模型训练、CUDA相关实践经验者优先。",Agent; 模型训练; CUDA; Flink; Java; 软件工程; Shell脚本; 数据工程
GEN000339,2026-06,NLP算法工程师,大语言模型Code Agent算法工程师-Seed,"1、参与Code Agent方向的大模型算法研发，构建能够理解复杂代码任务、使用开发工具、进行多步推理，并完成真实软件工程任务的智能体系统；
2、提升Code Agent在代码能力、指令遵循、长程任务执行等方向上的核心能力；
3、参与Code Agent的预训练与后训练优化，包括但不限于数据构建、SFT、RL算法、Reward设计，持续提升在真实任务中的问题解决能力、稳定性和泛化能力；
4、构建面向真实软件工程场景的评测体系与数据闭环，包括Benchmark、数据回流和针对性能力优化。","1、优秀的代码能力、数据结构和基础算法功底，熟练使用PyTorch、TensorFlow、JAX等任一深度学习框架；
2、熟悉大模型或RL算法和技术，在相关领域有过良好研究记录者优先；
3、在大模型领域，主导过有影响力的项目或论文者优先，尤其是Agent相关者优先；
4、出色的问题分析和解决能力，能深入解决大模型训练和应用存在的问题；
5、良好的沟通协作能力，认可团队的目标和文化，能和团队一起探索新技术，推进技术进步。",Agent; C/C++; Megatron; TensorFlow; Go; HTML
GEN000340,2026-06,NLP算法工程师,大语言模型研究实习生-Seed,"日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：字节跳动Seed团队成立于2023年，致力于寻找通用智能的新方法，追求智能上限，为科技和社会发展作出贡献。Seed团队在AI领域拥有长期愿景与决心，团队研究方向涵盖MLLM、GenMedia、AI for Science、机器人等，在中国、新加坡、美国等地设有实验室和岗位。目前，团队已推出业界领先的通用大模型以及前沿的多模态能力，支持豆包、即梦、TRAE等超过50个应用场景，并通过火山引擎开放给企业客户。第三方数据显示，豆包App用户量在中国市场排名第一，豆包大模型日均Token调用量行业领先。
1、研究LLM与LLM Agent的基本机制，方向包括但不限于大模型可解释性、可控性；Agent的世界认知、任务规划、自我认知；Multi-Agent的协作与对抗；
2、探索保障LLM/LLM Agent安全性、可靠性的关键机制与方法；
3、持续追踪大语言模型/多模态大模型等方向的前沿技术。","1、本科及以上学历在读；
2、在机器学习、语言模型、多模态、强化学习等一个或多个领域有较深入的研究经验；主导过有影响力的项目或论文者优先；
3、具有优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python；
4、好奇心驱动，具有出色的分析与解决问题的能力，具备自主探索解决方案的能力；
5、具有良好的沟通协作能力，对技术研发有强烈热情，工作积极主动，能够与团队融洽合作，共同探索新技术并快速试验想法，推进技术进步。
补充要求：具备Agent、Megatron、TensorFlow相关实践经验者优先。",Agent; Megatron; TensorFlow; VLA模型; 算法工程; Flink; PyTorch; LangChain; 流式计算
GEN000341,2026-07,NLP算法工程师,自然语言处理/语音语义高级工程师,"请您详见岗位意向中的岗位职责
补充职责：结合业务场景推进Agent、模型训练、CUDA相关能力建设与落地。",请您详见岗位意向中的岗位要求,Agent; 模型训练; CUDA; VLA模型; MCP; Flink; Linux; 搜索算法
GEN000342,2024-12,计算机视觉算法工程师,直播&视频算法实习生-抖音电商,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：抖音电商算法团队，依托抖音、今日头条、番茄小说、红果短剧等产品，帮助用户发现、讨论并获得好物，享受美好生活；帮助商家高效经营，创建良性商业生态；激励创作并分享购物经验使用心得，构建有真诚有信息的电商内容氛围。在这个团队，我们不仅要通过推荐、广告和搜索算法搭建消费者和商家之间的桥梁，也要通过风控算法和治理算法去甄别违规行为，保护用户的购物体验，保护真正诚信经营的商家；我们还要建设智能客服技术、大规模商品知识图谱来提升各个交易环节的效率，降低商家的经营成本；我们也要结合机器学习和运筹算法，来优化供应链和物流的效率和成本，并进一步提升用户物流体验；另外我们还会用业界先进的数据科学技术为业务健康发展保驾护航。我们的使命：用算法的能力，让用户总能发现好东西，让美好生活触手可得。
1、支持抖音电商直播等业务的流量分发策略，提升转化效率和购物体验，探索新商业模式；
2、利用海量数据构建行业领先的机器学习算法与在线服务，实现用户与商品的精准高效匹配；
3、深入分析电商用户、创作者、商家等群体特征，优化供给与需求结构，完善电商生态，深入分析电商用户、创作者、商家的业务特征，结合大模型能力优化供给生态；
4、负责流量分发相关模块的策略规划与持续优化，推动业务指标提升；
5、与产品、运营、工程等多团队紧密协作，将算法能力高效落地到业务场景。","1、2027届硕士及以上学位在读，计算机、机器学习、模式识别等相关专业优先；
2、具有扎实的机器学习基础和编码能力，在机器学习、NLP、CV等有较深入的研究经验，熟练掌握主要的算法和数据结构；
3、在国际顶级会议发表论文者优先，包括不仅限于KDD、SIGIR、RecSys、ACL、NeurIPS等；
4、在搜索、广告、推荐和大模型领域，有参与项目者优化；
5、具有较好的问题分析和解决能力，对技术有热情，热衷于推动和解决各种问题。",图像图形技术; TensorFlow; 机器人与自动驾驶; C/C++; 时间序列算法; 软件测试; Unreal Engine; AI应用开发; 动作捕捉
GEN000343,2024-12,计算机视觉算法工程师,广告视觉算法研究员 -【商业化研发】,"1、负责研发图文视频广告的理解和生成算法，包括但不限于内容理解、生成、增强美化、匹配等；
2、深入理解业务，通过对素材在数量上的扩展和质量上的优化，提升广告系统的投放能力、转化效果和整体收入。","1、计算机视觉背景，在多媒体理解和生成等方向有深刻理解和应用；
2、掌握机器学习/深度学习的基本理论，能熟练使用tensorflow/pytorch等平台；
3、编程基础扎实，具有良好的数据结构和算法功底；
4、有商业化广告经验加分，有优秀研究背景加分。
补充要求：具备图像图形技术、C/C++、PyTorch相关实践经验者优先。",图像图形技术; C/C++; PyTorch; 机器学习; 推荐算法; 信号处理; 模型压缩; AIGC
GEN000344,2025-01,计算机视觉算法工程师,资深计算机视觉/图形学算法工程师,"1、 负责人体动作动画相关业务（包括但不限于动作迁移、动作生成、动作理解、运动控制）的算法研究、技术选型、系统架构设计与工程实现
2、 主导基于PyTorch/TensorFlow等深度学习框架的高性能、可复现的代码开发与模型训练，构建业界领先的动作AI系统
3、 持续优化动作算法在工程落地中的效果、性能与鲁棒性，设计和开发高并发、低延迟的动作数据处理与服务平台，保障线上服务的稳定性与可扩展性
4、 深入跟踪并探索计算机视觉、图形学与多模态大模型领域的前沿技术进展，并能将其转化为实际的技术创新与业务应用
补充职责：结合业务场景推进图像图形技术、Python、深度学习相关能力建设与落地。","1、 计算机视觉/计算机科学/人工智能等相关专业，硕士及以上学历，3年以上相关领域工作经验
2、 精通人体动作生成/迁移/理解的核心算法，对时序模型、生成模型（例如VAE、AR、Diffusion）等有深刻理解和实战经验
3、 精通Python编程语言，深入掌握PyTorch或TensorFlow框架及其生态，具备从0到1构建和训练复杂模型的能力
4、 拥有将动作相关算法成功落地为稳定产品或者服务的完整项目经验，能独立主导技术方案
5、 具备优秀的数学基础，具备优秀的问题分析和解决能力，对挑战性问题充满激情
6、 拥有良好的团队协作精神和沟通能力，能够清晰地进行技术阐述和文档撰写
7、 热爱游戏，熟悉常见3D引擎（Unity3D、UE等）及其动画系统者优先
8、 在CVPR/ICCV/ECCV/SIGGRAPH/NeurIPS等顶级会议或者期刊有相关论文发表者优先",图像图形技术; Python; 深度学习; C/C++; 软件测试; Diffusion; 计算机体系结构
GEN000345,2025-01,计算机视觉算法工程师,3D视觉算法工程师-PICO（北京/上海）,"1、负责三维重建和生成相关的前沿技术的探索研究，包括但不限于静态/动态重建、重建大模型、多模态可控生成等方向；
2、支持三维重建和生成技术在业务中的落地，将先进技术转化为PICO产品，支持其在3D实时重建和3D高精数据方向的开发和落地；
3、支持三维重建和生成方向的技术影响力建设，产出高质量的论文和专利。","1、硕士及以上学位，计算机等相关专业，3年以上算法相关经验；
2、在计算机视觉/深度学习的一个或多个领域有研究和实践经验，包括但不限NeRF/3DGS、SFM/SLAM/VIO、3D Avatar、LRM等；
3、有扎实的图像处理和多视图几何基础，熟悉任一深度学习开源框架；
4、熟练掌握算法设计和实现，具备较强的编程能力（C/C++和Python）；
5、有较强的自驱能力、学习能力和团队协作能力，善于发现问题，能够积极推动问题的分析和解决；
6、在国际顶尖会议或期刊（包括但不限于CVPR、ICCV、ECCV、NeurIPS、TPAMI、SIGRAPH等）上发表过论文者优先。",Python; TensorFlow; 深度学习; 软件测试; Diffusion; Android; GPU
GEN000346,2025-01,计算机视觉算法工程师,影像效果技术工程师,"1、防抖技术开发与系统实现
负责手机影像系统中电子防抖（EIS）、光学防抖（OIS）及基于多帧选帧的混合防抖技术的开发、调优与集成落地；
深入理解防抖算法原理（如陀螺仪去噪、运动估计、轨迹平滑、多帧融合等），并能进行代码实现、性能优化与效果调校，解决项目开发中的技术难题；
进行下一代防抖技术（如传感器位移防抖、AI防抖、自适应防抖策略）的预研与原型开发，构建技术壁垒；
2、行业技术洞察与竞争力构建
持续跟踪、拆解与分析行业旗舰产品及核心竞品的防抖技术方案与表现，输出深度技术洞察报告；
牵头评估并引入行业顶尖的第三方算法、硬件组件或IP资源，与内部技术进行融合创新，快速提升产品防抖体验；
基于技术趋势和用户场景，规划公司防抖技术的演进路线图；
3、软硬件协同方案设计与标准制定
主导设计跨层级的防抖系统方案，协同硬件（镜头模组、OIS马达、陀螺仪/IMU传感器）、驱动、算法、芯片平台（如高通、MTK、展锐）团队，完成技术对齐与方案落地；
制定并推动防抖相关硬件的选型与性能标准（如OIS马达性能参数、IMU精度与延迟要求、模组结构公差等），为硬件设计提供明确、可量化的输入；
负责防抖效果的客观测试标准与主观评价体系的建立与迭代；","1、本科及以上学历，计算机、通信、电子、自动化、图像处理等相关专业，3年以上手机摄像头、影像算法或嵌入式多媒体开发经验，其中至少2年专注在防抖（EIS/OIS）领域；
2、精通C/C++编程，有嵌入式平台（Android/Linux）性能优化经验；
3、深刻理解多传感器融合（陀螺仪、加速度计、ToF等）在防抖中的应用，熟悉IMU数据建模与校准；
4、掌握计算机视觉和图像处理基础知识，熟悉运动估计、图像对齐/配准、视频稳像等核心算法；
5、熟悉高通（CamX）或联发科（PDA）相机 HAL 框架，了解防抖模块在完整影像流水线（ISP、3A、编码）中的集成与数据交互流程；
6、了解OIS马达（音圈/压电） 的基本工作原理、驱动电路及控制闭环，能与硬件工程师进行有效技术对话。",Python; TensorFlow; 深度学习框架; 机器人与自动驾驶; 工业自动化; NLP; 地图算法
GEN000347,2025-02,计算机视觉算法工程师,具身智能视觉算法专家,"1. 负责头部跟踪、人体3D重建、3D关键点检测、场景重建等核心算法的设计、实现和优化，提升模型在开放场景下的鲁棒性和精度。
2. 研发高效的场景交互分割/理解模型，推动具身智能场景下多模态感知与环境交互理解能力的提升。
3. 负责相关模型的训练、调优与评估，并集成相应模型到数据平台，支持自动标注与高效质检，赋能大规模数据生产。
4. 建设原始数据自动清洗、自动标注、以及多样性分析等数据管线，确保输出符合模型训练标准的高质量数据集；
5. 负责将AI工具与方法应用于算法研发全流程，提升开发效率与解决方案的智能化水平；
补充职责：结合业务场景推进图像图形技术、Linux、Unreal Engine相关能力建设与落地。","1. 熟悉手部重建、关键点检测、多模态理解等计算机视觉领域的主流算法和研究进展，有相关项目经验者优先；
2. 精通深度学习主流框架，具备模型训练、优化、部署全流程实战经验；
3. 熟悉主流的SLAM、SFM框架，了解前馈式重建方法的原理和研究进展，具备相关项目经验和论文发表者优先；
4. 具备良好的数据分析能力，熟悉数据标注流程及自动化标注系统的开发与应用；
5. 具备利用AI技术解决复杂工程问题的能力，并能评估其在实际场景中的有效性与局限性;
6. 熟练运用AI辅助工具（如代码生成、数据分析、模型调优等）进行算法开发与优化;",图像图形技术; Linux; Unreal Engine; NLP; 光学技术; Android; 空间智能; 自动化测试; 仿真技术
GEN000348,2025-02,计算机视觉算法工程师,感知数据产线工程师（J85802）,"-负责数据自动标注产线工程和生产交付，包括不局限于：
-产线标注算法集成和发版
-工程框架研发和维护
-标注算法性能热点测试、准入和优化（内存，时延等）
-生产任务全流程维护, 处理产线异常
补充职责：结合业务场景推进图像图形技术、TensorFlow、机器学习相关能力建设与落地。","-本科及以上学历，计算机、通信等相关专业
-熟悉Linux平台，熟练掌握bash脚本，熟悉常用算法和数据结构，熟练掌握Python/C++编程，有大型项目经历者加分
-有数据标注工具/产线开发经验、熟悉模型训练、有服务端部署经验者加分
-计算机视觉方向、自动驾驶背景、熟悉感知融合算法经验者加分",图像图形技术; TensorFlow; 机器学习; Unreal Engine; Diffusion; GPU; 高性能计算
GEN000349,2025-02,计算机视觉算法工程师,3D视觉算法（数据方向）实习生-PICO,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：作为一家拥有自主创新和研发创造能力的科技品牌，PICO致力于成为领先的世界级XR平台，成就开发者与创作者，共同为全球消费者创造更美好的生活体验。我们开创性地将虚拟现实扩展到了多个领域，为运动、视频、娱乐等消费级场景带来了全新体验；并广泛应用在教育、医疗和企业培训等商用场景，给全球企业级用户提供了多元化的VR解决方案。
1、负责3D高精数据方案相关的前沿技术的探索研究，包括但不限于静态/动态重建、重建大模型、多模态可控生成等方向，通过实际采集和仿真等形式生成高质量的3D数据；
2、支持高精数据方案在业务中的落地，支持第一视角下的多模态数据和AI方案的结合，构建高价值的方案、评价体系和应用场景；
3、支持高精数据方向的技术影响力建设，形成高质量的专利和技术报告等知识产物。
补充职责：结合业务场景推进TensorFlow、C/C++、Linux相关能力建设与落地。","1、2027届硕士及以上学位在读，计算机等相关专业；
2、在计算机视觉/深度学习的一个或多个领域有研究和实践经验，深耕以下至少一个核心方向：
1）基于NeRF/3DGS等技术的静态/动态高保真3D重建技术；
2）3D生成大模型、LRM、DiT等多模态可控3D生成技术；
3）大规模3D数字资产自动化生产、处理与优化技术；
3、有扎实的图像处理和多视图几何基础，熟悉任一深度学习开源框架；
4、熟练掌握算法设计和实现，精通C/C++/Python等计算机语言；
5、具备优秀的沟通协作能力，对XR技术兴趣浓厚，具备快速学习新技术的能力；
6、具备优秀的科研能力，在期刊上发表过论文者优先。",TensorFlow; C/C++; Linux; 硬件开发; 自动化测试
GEN000350,2025-03,计算机视觉算法工程师,AI端侧架构工程师/专家（影像算法）,"1、负责AI模型在NPU硬件架构设计、模型优化与验证；
2、负责AI模型在硬件平台的性能功耗评估与优化，参与算法在芯片与平台落地的全流程开发；
3、优化NPU运行的能效比和计算密度，支撑AI模型的低延迟、高吞吐需求；
4、负责解决AI训练及设备化过程中的量化精度损失；
5、参与工具链开发，编写技术文档
补充职责：结合业务场景推进算法工程、NLP、Unreal Engine相关能力建设与落地。","1. 工作年限：三年及以上；有NPU/DSA（领域专用架构)开发经验者优先；
2. 熟悉NPU/GPU/A加速器架构，掌握矩阵运算加速、数据流并行化、稀疏计算等关键技术：
3. 精通Tensorflow/Pytorch/Caffe等框架，深度理解其中一种的实现架构；
4. 熟悉多种基础网络模型，有实际基础模型训练者优先。具有网络结构优化、动态剪枝等相关的应用经验；
5. 精通AI模型的量化训练，由LSQ，LSQ+等量化算法的实际开发经验，熟悉高通、MTK工具链优先；
5. 精通Python/C/C++开发，熟悉Linux开发环境。高效的开源代码跟随及论文复现能力；
6. 发表过高水平的图像、视觉、机器学习相关学术论文/专利者优先。",算法工程; NLP; Unreal Engine; 工业自动化; GPU; 光学技术
GEN000351,2025-03,计算机视觉算法工程师,3D视觉算法研究-阿里星,"我们致力于将前沿的多模态大模型技术与体育产业深度融合，探索人工智能技术在竞技体育领域的创新应用。围绕篮球、足球等核心运动场景，我们期望通过多模态感知、3D空间理解与跨模态推理，解决复杂运动分析中的核心挑战，打造下一代体育智能系统。
1、体育多模态大模型创新：定义体育垂直领域的多模态大模型技术范式，实现文本、视觉、空间数据的联合建模，探寻并解决体育场景下的多模态对齐、战术推理与Agentic交互等核心挑战。
2、3D视觉与运动分析：主导3D重建、人体跟踪与分割、动作识别等核心算法的研发，构建高精度的“球-人-场”协同感知系统，赋能战术分析、动作评估与辅助判罚等场景。
3、场景驱动的算法落地：结合篮球/足球等真实业务场景，设计并优化大模型架构与3D视觉算法，提升模型在复杂动态环境下的效果、效率与鲁棒性，主导从数据构建到部署的端到端技术闭环。
4、前沿技术探索：紧跟LLM、Diffusion Models、强化学习及3D视觉领域的最新进展，快速实验并迭代创新方案，拉升体育AI领域的SOTA水平，定义智能体育的技术新范式。","1、来自全球Top高校计算机科学、人工智能、数学或相关领域应届博士/顶尖硕士毕业生。
2、深入掌握深度学习、3D视觉、多模态建模等核心技术，在3D重建、人体姿态估计、运动目标跟踪与分割、战术分析等方向有深入研究或项目经验。
3、在国际顶级会议/期刊（如CVPR、ICCV、ECCV、NeurIPS、ICLR等）以一作身份发表过相关论文，或在开源社区、AI竞赛中展示出引领性的研究成果。
4、良好的工程与实验思维：熟悉PyTorch等主流框架，具备大规模模型调优或3D视觉算法落地经验，重视代码质量与实验结果，追求高效优雅的实现。
5、对体育运动有浓厚兴趣：热爱篮球、足球等运动，熟悉其规则与战术体系，有志于将AI技术应用于真实体育场景，能够从复杂的运动需求中提炼核心AI建模问题。
6、善于跨团队协作：能与产品、体育专家及工程团队高效沟通，平衡技术理想与业务落地，共同推动体育AI产品的创新与演进。",图像图形技术; Diffusion; 机器学习; 工业自动化; 高性能计算; 地图算法
GEN000352,2025-04,计算机视觉算法工程师,高级影像算法工程师（运动控制&姿态解算）,"方向一：姿态解算方向
1、负责IMU位姿解算算法研究和开发。
2、负责IMU系统总体设计工作及测试、标定和补偿方案设计工作。
3、负责IMU和惯性器件的指标分析、选型测试与故障模式分析。
4、参与制定云台生产过程中的批量标定和校准方案，优化IMU标定校准流程。
方向二：运动控制
1、负责云台控制系统设计关键参数选型确定，性能评估。
2、负责云台控制相关性能的调试与优化，确保模块的高质量高效交付。
3、负责相关领域的先进技术探究和技术积累，并进行产品化应用。
4、建立云台系统的运动学、动力学模型，进行多体系统仿真。
5、设计传感器（IMU、编码器、视觉）与执行机构（永磁同步电机）的融合控制策略。
6、设计并实现高精度云台控制算法，包括位置环和速度环，优化动态响应速度与稳态精度。","方向一：姿态解算
1、本科学历或以上，导航、电信、自动化等相关专业。
2、熟悉MEMS惯性器件和IMU的基本工作原理和误差模型，以及通用测试项目和指标处理方法。
3、具备MEMS惯性器件补偿算法、导航算法、Kalman滤波算法等方面的科研或者项目经验。
4、熟悉坐标变换方法，熟悉矩阵变换，熟悉四元数、方向余弦、欧拉角等表示方法。
5、有较丰富的IMU误差建模和标定补偿，以及故障定位与排查解决的工程经验。
6、具备嵌入式系统开发经验。
7、有良好的团队合作和沟通能力。
方向二：运动控制
1、硕士及以上学历，具备飞行器设计、自动化、机械和电子等相关专业背景。
2、精通控制理论：频域/时域分析、状态空间建模、观测器设计（如卡尔曼滤波）。
3、熟练掌握信号处理的相关概念与各类数字滤波器的设计准则，熟练掌握控制系统建模、分析与辨识方法。
4、熟悉机电特性、执行器对控制性能的影响因素与改进方法。
5、熟悉基于频域校正、鲁棒控制等控制器设计。
6、熟练使用C/C++/Python实现嵌入式算法，熟悉主流仿真软件。
7、具备较强的动手能力、跨模块协作沟通能力、算法落地与调试优化能力。
备注：毕业三年以内无相关工作经验人员，但大学期间有运动学/动力学控制、多关节电机控制、无人机控制、机器人控制等相关方向研究经验也可报名。
补充要求：具备图像图形技术、PyTorch、时间序列算法相关实践经验者优先。",图像图形技术; PyTorch; 时间序列算法; 机器学习; Diffusion; Unreal Engine; 硬件开发; GPU; 自动化测试
GEN000353,2025-04,计算机视觉算法工程师,影像算法测试工程师-PICO,"1、负责智能硬件设备计算影像系统和功能的主客观效果评测体系、自动化测试平台的搭建；
2、根据产品和计算影像功能的体验目标定义和技术选型特征，分析和设计测试场景，构建测试环境；
3、负责影像算法和画质调试研发迭代期间的影像评测及其提效手段的执行，输出测试报告和结果；
4、负责根据用户体验维度和技术选型特征的拆解，主导影像算法图像数据库建设和采集管理，及其自动化和标准化。
补充职责：结合业务场景推进TensorFlow、PyTorch、Linux相关能力建设与落地。","1、本科及以上学历，图像、光学、通信、电子、计算机相关专业，2年以上影像测试经验；
2、具备扎实的彩色图像质量评价知识和实践经验，了解光学成像原理、3A、ISP、常见计算摄影算法原理，熟练掌握客观测试方法的原理和主观测试手段；
3、熟练使用影像分析测试工具、掌握常用脚本和自动化手段，具备Imatest、IE、DXO相关经验；
4、具备一定的审美能力，工作积极主动，责任心强，具备良好的沟通表达能力；
5、有影像测试算法开发和落地经验、或熟悉软件算法模块性能功耗稳定性测试及其自动化为加分项。",TensorFlow; PyTorch; Linux; 机器学习; Android; 地图算法
GEN000354,2025-05,计算机视觉算法工程师,CV算法专家（视觉理解）,"1. 负责研究和开发视觉理解与生成类算法，以实现高效、高质量的扩散模型（diffusion）和多模态理解大模型，为图文创作、图片编辑等产品提供能力。
2. 与团队成员合作，带头攻关项目中遇到的技术难题。
3. 跟踪最新的CV技术发展，洞察前沿技术发展趋势。","1. 硕士毕业6年以上，博士毕业3年以上，计算机科学、数学、物理等相关专业。
2. 熟练掌握Python编程语言，熟悉TensorFlow、PyTorch等深度学习框架。
3. 具备扎实的数学和统计学基础，熟悉概率论、线性代数、微积分等知识。
4. 对人工智能和计算机图形学有浓厚的兴趣，具备良好的团队合作精神和沟通能力。
5. 有相关工作经验者优先考虑。",Linux; 深度学习; 硬件开发; 光学技术; 模型安全; GPU
GEN000355,2025-06,计算机视觉算法工程师,易盾-图像算法工程师,"1、算法研发与落地：负责计算机视觉及多模态算法的技术实现与算法服务研发，推动算法在内容风控场景中的创新应用与实际落地。
2、性能优化：负责算法服务的性能调优与加速，提升服务并发能力，有效降低响应延迟，保障高可用性。
3、场景调优与迭代：结合内容风控业务需求，持续跟踪前沿算法与核心技术，持续提升内容风控场景的算法服务效果和性能。","1、本科及以上学历，计算机、人工智能、电子信息等相关专业。
2、对计算机视觉和深度学习有扎实的理论与实践基础，深入理解并熟练应用 ViT、YOLO、Diffusion、DiT、CLIP、SAM、DETR 等主流模型架构，具有在实际项目中针对相关算法进行优化与落地的成功经验。
3、深入理解视觉基本算法，熟悉图像分类、目标检测、实例分割、图像检索、视频理解、OCR等基础任务，熟悉tensorrt、triton server等高性能模型服务部署框架。
4、熟悉多模态相关技术，熟悉多模态理解、跨模态特征对齐、多模态检索与生成等核心方法，熟悉CLIP、BLIP、LLaVA等常见多模态模型，有多模态算法实际训练和落地经验者优先。
5、具有较强编程能力，熟练使用至少一种编程语言（python\c++），熟练使用至少一种深度学习框架（pytorch等），了解深度学习周边开发工具，熟悉linux开发环境。",Python; 图像图形技术; 算法工程; 时间序列算法; AIGC; 计算机体系结构; Unreal Engine; 自动化测试; 硬件开发
