normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
RISC-V,系统与运维,traditional,软件研发; 基础设施; 芯片; 硬件,驱动开发工程师; 服务器工程师; 芯片设计工程师; 芯片验证工程师; 硬件工程师,2024-12,2026-07,GEN002089,GEN002174,59,GEN001224; GEN001233; GEN001838; GEN001843; GEN001852; GEN001859; GEN001860; GEN002089; GEN002091; GEN002092; GEN002094; GEN002095; GEN002097; GEN002099; GEN002103; GEN002104; GEN002108; GEN002110; GEN002111; GEN002114; GEN002117; GEN002119; GEN002122; GEN002123; GEN002124; GEN002127; GEN002130; GEN002134; GEN002135; GEN002137; GEN002138; GEN002140; GEN002143; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002151; GEN002152; GEN002153; GEN002154; GEN002155; GEN002156; GEN002158; GEN002161; GEN002162; GEN002164; GEN002165; GEN002166; GEN002167; GEN002170; GEN002171; GEN002172; GEN002174; GEN002270; GEN002272; GEN002273,59,base_event_stream,2026-07-28T09:24:54+00:00
RLHF,大模型,new,AI算法; AI安全; 测试质量; 技术支持; 产品,大模型算法工程师; AI Agent算法工程师; AI安全工程师; NLP算法工程师; 大模型测试工程师; 解决方案工程师; AI产品经理,2024-12,2026-07,GEN000002,GEN001527,89,GEN000002; GEN000057; GEN000058; GEN000061; GEN000064; GEN000065; GEN000066; GEN000069; GEN000070; GEN000071; GEN000073; GEN000074; GEN000075; GEN000078; GEN000079; GEN000081; GEN000084; GEN000086; GEN000088; GEN000089; GEN000090; GEN000093; GEN000094; GEN000097; GEN000099; GEN000100; GEN000102; GEN000104; GEN000107; GEN000110; GEN000112; GEN000113; GEN000224; GEN000225; GEN000227; GEN000228; GEN000230; GEN000232; GEN000233; GEN000235; GEN000237; GEN000238; GEN000240; GEN000243; GEN000395; GEN000396; GEN000397; GEN000399; GEN000401; GEN000403; GEN000407; GEN000408; GEN000410; GEN000411; GEN000414; GEN000415; GEN000416; GEN000417; GEN000420; GEN000421; GEN000423; GEN000426; GEN000427; GEN000429; GEN000431; GEN000432; GEN000433; GEN000436; GEN000437; GEN000439; GEN000440; GEN000442; GEN000444; GEN001498; GEN001499; GEN001501; GEN001503; GEN001504; GEN001506; GEN001508; GEN001512; GEN001516; GEN001517; GEN001520; GEN001522; GEN001524; GEN001527; GEN001936; GEN002317,89,base_event_stream,2026-07-28T09:24:54+00:00
Ray,AI,traditional,自动驾驶,自动驾驶算法工程师,2026-02,2026-03,GEN001996,GEN001998,2,GEN001996; GEN001998,2,base_event_stream,2026-07-28T09:24:54+00:00
React,编程语言,traditional,AI算法; AI应用; 软件研发,AI Agent算法工程师; AI应用工程师; 算法研究员; 前端开发工程师; 全栈开发工程师; Go开发工程师,2024-12,2026-07,GEN000817,GEN000899,67,GEN000056; GEN000190; GEN000194; GEN000197; GEN000200; GEN000201; GEN000204; GEN000206; GEN000208; GEN000210; GEN000213; GEN000215; GEN000218; GEN000220; GEN000223; GEN000705; GEN000718; GEN000817; GEN000818; GEN000819; GEN000821; GEN000822; GEN000824; GEN000825; GEN000827; GEN000830; GEN000831; GEN000833; GEN000835; GEN000837; GEN000839; GEN000841; GEN000842; GEN000844; GEN000845; GEN000847; GEN000848; GEN000852; GEN000853; GEN000854; GEN000855; GEN000858; GEN000859; GEN000860; GEN000864; GEN000865; GEN000867; GEN000869; GEN000872; GEN000874; GEN000875; GEN000877; GEN000878; GEN000880; GEN000883; GEN000884; GEN000885; GEN000886; GEN000887; GEN000889; GEN000890; GEN000892; GEN000894; GEN000895; GEN000898; GEN000899; GEN001009,67,base_event_stream,2026-07-28T09:24:54+00:00
React Native,软件开发,traditional,软件研发,前端开发工程师; iOS开发工程师,2024-12,2026-07,GEN000817,GEN001140,53,GEN000817; GEN000818; GEN000819; GEN000820; GEN000822; GEN000823; GEN000826; GEN000827; GEN000830; GEN000833; GEN000836; GEN000837; GEN000840; GEN000842; GEN000844; GEN000848; GEN000849; GEN000854; GEN000855; GEN000858; GEN000859; GEN000862; GEN000863; GEN000864; GEN000870; GEN000871; GEN001098; GEN001099; GEN001103; GEN001104; GEN001106; GEN001111; GEN001113; GEN001116; GEN001117; GEN001118; GEN001120; GEN001123; GEN001124; GEN001125; GEN001126; GEN001127; GEN001128; GEN001129; GEN001130; GEN001131; GEN001133; GEN001134; GEN001135; GEN001136; GEN001137; GEN001138; GEN001140,53,base_event_stream,2026-07-28T09:24:54+00:00
Redis,数据工程,traditional,软件研发; 数据; 基础设施; 安全; 技术支持,后端开发工程师; 全栈开发工程师; Java开发工程师; 软件开发工程师; 数据开发工程师; 运维工程师; 网络安全工程师; 信息安全工程师; 技术支持工程师; 解决方案工程师,2024-12,2026-07,GEN000780,GEN001677,112,GEN000780; GEN000781; GEN000782; GEN000783; GEN000784; GEN000785; GEN000787; GEN000789; GEN000790; GEN000793; GEN000794; GEN000795; GEN000797; GEN000800; GEN000802; GEN000803; GEN000804; GEN000807; GEN000812; GEN000813; GEN000815; GEN000816; GEN000873; GEN000875; GEN000876; GEN000878; GEN000880; GEN000884; GEN000885; GEN000886; GEN000887; GEN000890; GEN000892; GEN000895; GEN000896; GEN000897; GEN000899; GEN000901; GEN000903; GEN000904; GEN000905; GEN000906; GEN000907; GEN000910; GEN000911; GEN000914; GEN000915; GEN000916; GEN000919; GEN000920; GEN000923; GEN000925; GEN000926; GEN000929; GEN000930; GEN000932; GEN000933; GEN000934; GEN001301; GEN001302; GEN001303; GEN001304; GEN001306; GEN001309; GEN001311; GEN001312; GEN001313; GEN001315; GEN001316; GEN001319; GEN001323; GEN001326; GEN001327; GEN001329; GEN001330; GEN001331; GEN001334; GEN001336; GEN001337; GEN001339; GEN001341; GEN001342; GEN001344; GEN001366; GEN001639; GEN001641; GEN001644; GEN001646; GEN001649; GEN001651; GEN001653; GEN001656; GEN001657; GEN001659; GEN001661; GEN001663; GEN001664; GEN001666; GEN001668; GEN001673; GEN001674; GEN001676; GEN001677; GEN001726; GEN001730; GEN001749; GEN001869; GEN001885; GEN001900; GEN001906; GEN001908; GEN001915,112,base_event_stream,2026-07-28T09:24:54+00:00
Rust,编程语言,traditional,AI算法; 软件研发; 技术支持; 芯片,语音算法工程师; C++开发工程师; iOS开发工程师; 技术支持工程师; 芯片验证工程师,2024-12,2026-07,GEN000935,GEN000972,35,GEN000487; GEN000935; GEN000936; GEN000937; GEN000938; GEN000939; GEN000940; GEN000943; GEN000944; GEN000945; GEN000947; GEN000948; GEN000949; GEN000952; GEN000954; GEN000955; GEN000956; GEN000957; GEN000958; GEN000959; GEN000960; GEN000962; GEN000963; GEN000965; GEN000968; GEN000969; GEN000970; GEN000971; GEN000972; GEN001121; GEN001125; GEN001865; GEN001876; GEN001889; GEN002141,35,base_event_stream,2026-07-28T09:24:54+00:00
SFT,大模型,new,AI算法; AI应用; 测试质量; 技术支持; 产品,大模型算法工程师; AI Agent算法工程师; 大模型应用工程师; 多模态算法工程师; NLP算法工程师; 大模型测试工程师; 解决方案工程师; AI产品经理,2024-12,2026-07,GEN000001,GEN001530,104,GEN000001; GEN000057; GEN000058; GEN000059; GEN000061; GEN000062; GEN000063; GEN000067; GEN000069; GEN000070; GEN000072; GEN000074; GEN000075; GEN000077; GEN000079; GEN000081; GEN000085; GEN000088; GEN000089; GEN000090; GEN000092; GEN000093; GEN000095; GEN000097; GEN000098; GEN000100; GEN000103; GEN000105; GEN000108; GEN000110; GEN000111; GEN000114; GEN000123; GEN000346; GEN000347; GEN000349; GEN000352; GEN000353; GEN000356; GEN000357; GEN000360; GEN000362; GEN000365; GEN000366; GEN000367; GEN000370; GEN000371; GEN000372; GEN000373; GEN000376; GEN000378; GEN000381; GEN000382; GEN000383; GEN000385; GEN000386; GEN000388; GEN000389; GEN000390; GEN000392; GEN000393; GEN000395; GEN000396; GEN000398; GEN000400; GEN000402; GEN000404; GEN000405; GEN000407; GEN000409; GEN000412; GEN000413; GEN000416; GEN000419; GEN000424; GEN000425; GEN000426; GEN000431; GEN000432; GEN000433; GEN000434; GEN000438; GEN000439; GEN000442; GEN000444; GEN001494; GEN001495; GEN001496; GEN001498; GEN001501; GEN001503; GEN001504; GEN001507; GEN001509; GEN001511; GEN001514; GEN001517; GEN001522; GEN001523; GEN001525; GEN001529; GEN001530; GEN001936; GEN002324,104,base_event_stream,2026-07-28T09:24:54+00:00
SGLang,大模型,new,AI算法; AI基础设施; 软件研发; 基础设施; 技术支持,大模型算法工程师; AI Infra工程师; 后端开发工程师; 系统软件工程师; 软件架构师; DevOps工程师; 云计算工程师; 解决方案工程师,2025-03,2026-07,GEN000005,GEN001940,51,GEN000005; GEN000258; GEN000259; GEN000260; GEN000261; GEN000263; GEN000265; GEN000266; GEN000269; GEN000270; GEN000271; GEN000272; GEN000276; GEN000277; GEN000280; GEN000284; GEN000286; GEN000288; GEN000289; GEN000290; GEN000293; GEN000295; GEN000297; GEN000300; GEN000302; GEN000303; GEN000305; GEN000306; GEN000784; GEN001153; GEN001155; GEN001157; GEN001160; GEN001162; GEN001165; GEN001168; GEN001170; GEN001172; GEN001174; GEN001177; GEN001178; GEN001282; GEN001629; GEN001630; GEN001632; GEN001633; GEN001634; GEN001636; GEN001638; GEN001688; GEN001940,51,base_event_stream,2026-07-28T09:24:54+00:00
SIMD,硬件与芯片,traditional,多媒体,音视频工程师,2026-01,2026-02,GEN002063,GEN002065,2,GEN002063; GEN002065,2,base_event_stream,2026-07-28T09:24:54+00:00
SRE,系统与运维,traditional,AI安全; 软件研发; 基础设施; 安全; 技术支持; 自动驾驶; AI应用,AI安全工程师; 前端开发工程师; 全栈开发工程师; iOS开发工程师; 嵌入式软件工程师; 软件架构师; 运维工程师; 网络安全工程师; 信息安全工程师; 技术支持工程师; 自动驾驶算法工程师; 大模型应用工程师,2024-12,2026-07,GEN000817,web_202607_20260730184035726988_job_05e47dfd,64,GEN000227; GEN000230; GEN000817; GEN000818; GEN000819; GEN000820; GEN000822; GEN000824; GEN000825; GEN000827; GEN000829; GEN000831; GEN000835; GEN000838; GEN000840; GEN000842; GEN000845; GEN000850; GEN000852; GEN000853; GEN000855; GEN000858; GEN000860; GEN000862; GEN000863; GEN000865; GEN000870; GEN000879; GEN001101; GEN001122; GEN001191; GEN001200; GEN001256; GEN001264; GEN001639; GEN001642; GEN001644; GEN001645; GEN001646; GEN001650; GEN001651; GEN001653; GEN001656; GEN001657; GEN001660; GEN001662; GEN001663; GEN001664; GEN001667; GEN001668; GEN001669; GEN001671; GEN001672; GEN001674; GEN001676; GEN001678; GEN001721; GEN001729; GEN001866; GEN001886; GEN002000; web_202607_20260730182901742050_job_623c31d9; web_202607_20260730183017711285_job_16a9e0a5; web_202607_20260730184035726988_job_05e47dfd,64,base_event_stream; web_app_review,2026-07-30T10:41:03+00:00
Scala,编程语言,traditional,数据,数据工程师,2025-07,2026-06,GEN001473,GEN001483,4,GEN001473; GEN001474; GEN001481; GEN001483,4,base_event_stream,2026-07-28T09:24:54+00:00
Shell脚本,编程语言,traditional,AI基础设施; 软件研发; 测试质量; 基础设施; 安全; 技术支持; 芯片,AI Infra工程师; C++开发工程师; Python开发工程师; 嵌入式软件工程师; 驱动开发工程师; 测试开发工程师; 质量工程师; 测试工程师; DevOps工程师; 运维工程师; 网络安全工程师; 网络工程师; 服务器工程师; 技术支持工程师; 芯片验证工程师,2024-12,2026-07,GEN000974,GEN002175,163,GEN000293; GEN000947; GEN000952; GEN000956; GEN000974; GEN000976; GEN000977; GEN000978; GEN000980; GEN000981; GEN000982; GEN000983; GEN000985; GEN000986; GEN000987; GEN000988; GEN000989; GEN000990; GEN000991; GEN000992; GEN000993; GEN000994; GEN000995; GEN000996; GEN000997; GEN000998; GEN000999; GEN001000; GEN001001; GEN001002; GEN001179; GEN001182; GEN001184; GEN001186; GEN001187; GEN001188; GEN001189; GEN001191; GEN001192; GEN001194; GEN001196; GEN001197; GEN001198; GEN001199; GEN001200; GEN001201; GEN001203; GEN001204; GEN001206; GEN001208; GEN001209; GEN001210; GEN001221; GEN001233; GEN001250; GEN001531; GEN001534; GEN001537; GEN001540; GEN001542; GEN001543; GEN001545; GEN001548; GEN001549; GEN001552; GEN001555; GEN001560; GEN001561; GEN001564; GEN001565; GEN001568; GEN001570; GEN001572; GEN001574; GEN001575; GEN001577; GEN001581; GEN001582; GEN001584; GEN001586; GEN001588; GEN001593; GEN001603; GEN001605; GEN001606; GEN001608; GEN001611; GEN001613; GEN001614; GEN001617; GEN001619; GEN001626; GEN001640; GEN001641; GEN001643; GEN001647; GEN001648; GEN001649; GEN001652; GEN001653; GEN001656; GEN001658; GEN001659; GEN001661; GEN001663; GEN001664; GEN001667; GEN001669; GEN001670; GEN001671; GEN001672; GEN001673; GEN001675; GEN001676; GEN001677; GEN001703; GEN001713; GEN001796; GEN001797; GEN001798; GEN001801; GEN001802; GEN001803; GEN001804; GEN001805; GEN001806; GEN001807; GEN001808; GEN001809; GEN001832; GEN001834; GEN001836; GEN001850; GEN001855; GEN001858; GEN001873; GEN001875; GEN002139; GEN002140; GEN002141; GEN002142; GEN002143; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002150; GEN002151; GEN002152; GEN002155; GEN002156; GEN002157; GEN002158; GEN002160; GEN002163; GEN002164; GEN002167; GEN002169; GEN002172; GEN002174; GEN002175,163,base_event_stream,2026-07-28T09:24:54+00:00
Spark,数据工程,traditional,算法; AI算法; 软件研发; 数据; 安全; 基础设施; 技术支持,广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法工程师; C++开发工程师; Python开发工程师; 软件开发工程师; 数据开发工程师; 数据仓库工程师; 数据平台工程师; 数据治理工程师; 数据分析师; 数据工程师; 网络安全工程师; 信息安全工程师; 网络工程师; 技术支持工程师,2024-12,2026-07,GEN000584,GEN001486,248,GEN000584; GEN000586; GEN000587; GEN000588; GEN000589; GEN000590; GEN000592; GEN000594; GEN000595; GEN000597; GEN000599; GEN000603; GEN000605; GEN000610; GEN000612; GEN000613; GEN000615; GEN000616; GEN000617; GEN000619; GEN000620; GEN000622; GEN000625; GEN000626; GEN000627; GEN000628; GEN000630; GEN000633; GEN000635; GEN000636; GEN000637; GEN000638; GEN000639; GEN000641; GEN000643; GEN000646; GEN000648; GEN000649; GEN000651; GEN000653; GEN000654; GEN000655; GEN000656; GEN000659; GEN000662; GEN000664; GEN000666; GEN000667; GEN000668; GEN000671; GEN000673; GEN000674; GEN000676; GEN000680; GEN000720; GEN000721; GEN000723; GEN000724; GEN000725; GEN000727; GEN000731; GEN000732; GEN000733; GEN000736; GEN000738; GEN000741; GEN000744; GEN000745; GEN000746; GEN000749; GEN000750; GEN000753; GEN000756; GEN000757; GEN000760; GEN000764; GEN000765; GEN000769; GEN000771; GEN000773; GEN000775; GEN000778; GEN000941; GEN000973; GEN000976; GEN000978; GEN000980; GEN000981; GEN000983; GEN000984; GEN000986; GEN000987; GEN000988; GEN000989; GEN000990; GEN000991; GEN000992; GEN000995; GEN000996; GEN000997; GEN000998; GEN000999; GEN001000; GEN001001; GEN001002; GEN001301; GEN001302; GEN001303; GEN001305; GEN001306; GEN001308; GEN001312; GEN001314; GEN001315; GEN001316; GEN001318; GEN001319; GEN001320; GEN001321; GEN001324; GEN001327; GEN001329; GEN001330; GEN001332; GEN001333; GEN001335; GEN001337; GEN001338; GEN001340; GEN001342; GEN001344; GEN001346; GEN001347; GEN001349; GEN001351; GEN001352; GEN001354; GEN001355; GEN001357; GEN001360; GEN001361; GEN001362; GEN001363; GEN001364; GEN001366; GEN001368; GEN001370; GEN001372; GEN001373; GEN001374; GEN001375; GEN001377; GEN001378; GEN001379; GEN001380; GEN001381; GEN001383; GEN001384; GEN001385; GEN001386; GEN001387; GEN001389; GEN001390; GEN001393; GEN001394; GEN001395; GEN001396; GEN001397; GEN001399; GEN001400; GEN001401; GEN001402; GEN001403; GEN001404; GEN001405; GEN001406; GEN001407; GEN001409; GEN001410; GEN001411; GEN001412; GEN001414; GEN001415; GEN001416; GEN001417; GEN001419; GEN001420; GEN001421; GEN001422; GEN001423; GEN001424; GEN001425; GEN001426; GEN001427; GEN001428; GEN001429; GEN001430; GEN001431; GEN001432; GEN001433; GEN001434; GEN001435; GEN001436; GEN001437; GEN001438; GEN001441; GEN001442; GEN001443; GEN001444; GEN001446; GEN001447; GEN001448; GEN001451; GEN001452; GEN001453; GEN001454; GEN001456; GEN001457; GEN001458; GEN001460; GEN001461; GEN001466; GEN001467; GEN001468; GEN001469; GEN001470; GEN001471; GEN001472; GEN001473; GEN001474; GEN001476; GEN001478; GEN001479; GEN001480; GEN001482; GEN001483; GEN001484; GEN001485; GEN001486; GEN001701; GEN001702; GEN001718; GEN001729; GEN001734; GEN001743; GEN001804; GEN001808; GEN001868,248,base_event_stream,2026-07-28T09:24:54+00:00
Spring,软件开发,traditional,软件研发; 技术支持,Java开发工程师; 解决方案工程师,2024-12,2026-07,GEN000901,GEN000934,28,GEN000901; GEN000903; GEN000904; GEN000905; GEN000906; GEN000907; GEN000910; GEN000912; GEN000913; GEN000915; GEN000916; GEN000919; GEN000921; GEN000923; GEN000924; GEN000927; GEN000929; GEN000930; GEN000932; GEN000933; GEN000934; GEN001897; GEN001900; GEN001901; GEN001902; GEN001904; GEN001906; GEN001912,28,base_event_stream,2026-07-28T09:24:54+00:00
Spring Boot,软件开发,traditional,软件研发; 技术支持,Java开发工程师; 解决方案工程师,2024-12,2026-07,GEN000901,GEN000934,21,GEN000901; GEN000903; GEN000904; GEN000905; GEN000906; GEN000907; GEN000909; GEN000912; GEN000913; GEN000917; GEN000918; GEN000921; GEN000922; GEN000925; GEN000927; GEN000929; GEN000930; GEN000932; GEN000933; GEN000934; GEN001915,21,base_event_stream,2026-07-28T09:24:54+00:00
Swift,编程语言,traditional,软件研发; 测试质量; 安全,客户端开发工程师; Android开发工程师; iOS开发工程师; 测试开发工程师; 安全工程师,2024-12,2026-07,GEN001021,GEN001140,75,GEN001021; GEN001022; GEN001025; GEN001026; GEN001028; GEN001029; GEN001032; GEN001034; GEN001036; GEN001037; GEN001039; GEN001041; GEN001043; GEN001045; GEN001046; GEN001048; GEN001050; GEN001051; GEN001053; GEN001055; GEN001057; GEN001058; GEN001060; GEN001063; GEN001064; GEN001065; GEN001069; GEN001074; GEN001075; GEN001077; GEN001079; GEN001080; GEN001081; GEN001083; GEN001085; GEN001088; GEN001089; GEN001090; GEN001091; GEN001093; GEN001094; GEN001097; GEN001098; GEN001101; GEN001102; GEN001104; GEN001105; GEN001107; GEN001108; GEN001110; GEN001111; GEN001112; GEN001113; GEN001115; GEN001116; GEN001118; GEN001119; GEN001120; GEN001121; GEN001122; GEN001123; GEN001124; GEN001127; GEN001129; GEN001130; GEN001132; GEN001133; GEN001134; GEN001135; GEN001137; GEN001138; GEN001140; GEN001543; GEN001761; GEN001762,75,base_event_stream,2026-07-28T09:24:54+00:00
TCP/IP,系统与运维,traditional,软件研发; 基础设施; 安全; 技术支持,iOS开发工程师; 嵌入式软件工程师; 驱动开发工程师; DevOps工程师; 运维工程师; 网络安全工程师; 网络工程师; 技术支持工程师,2024-12,2026-07,GEN001179,GEN001728,66,GEN001128; GEN001179; GEN001181; GEN001182; GEN001183; GEN001184; GEN001185; GEN001187; GEN001188; GEN001189; GEN001191; GEN001192; GEN001195; GEN001196; GEN001197; GEN001198; GEN001199; GEN001200; GEN001202; GEN001203; GEN001204; GEN001205; GEN001206; GEN001207; GEN001209; GEN001210; GEN001212; GEN001225; GEN001232; GEN001242; GEN001244; GEN001623; GEN001624; GEN001625; GEN001639; GEN001642; GEN001644; GEN001648; GEN001650; GEN001651; GEN001654; GEN001655; GEN001658; GEN001659; GEN001661; GEN001663; GEN001665; GEN001666; GEN001668; GEN001671; GEN001675; GEN001676; GEN001677; GEN001728; GEN001796; GEN001797; GEN001798; GEN001799; GEN001800; GEN001801; GEN001802; GEN001803; GEN001805; GEN001807; GEN001809; GEN001866,66,base_event_stream,2026-07-28T09:24:54+00:00
TTS,大模型,new,AI算法; 技术支持; 多媒体; 芯片,语音算法工程师; 算法工程师; 技术支持工程师; 音视频工程师; 芯片设计工程师,2024-12,2026-07,GEN000475,GEN000513,31,GEN000475; GEN000476; GEN000477; GEN000478; GEN000480; GEN000481; GEN000482; GEN000483; GEN000485; GEN000486; GEN000487; GEN000489; GEN000491; GEN000492; GEN000495; GEN000497; GEN000498; GEN000502; GEN000503; GEN000504; GEN000507; GEN000508; GEN000510; GEN000512; GEN000513; GEN000754; GEN001886; GEN001888; GEN002056; GEN002057; GEN002109,31,base_event_stream,2026-07-28T09:24:54+00:00
TensorFlow,AI,traditional,AI算法; AI应用; AI基础设施; 算法; 数据; 测试质量; 自动驾驶; 多媒体; 通信; 芯片,大模型算法工程师; AI Agent算法工程师; AI应用工程师; AI Infra工程师; AIGC算法工程师; 计算机视觉算法工程师; 语音算法工程师; 推荐算法工程师; 搜索算法工程师; 广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法研究员; 算法工程师; 数据分析师; 数据工程师; 质量工程师; 自动驾驶算法工程师; 音视频工程师; 通信工程师; 芯片设计工程师,2024-12,2026-07,GEN000002,GEN002137,370,GEN000002; GEN000003; GEN000004; GEN000005; GEN000006; GEN000008; GEN000011; GEN000012; GEN000014; GEN000017; GEN000018; GEN000021; GEN000022; GEN000026; GEN000029; GEN000031; GEN000033; GEN000034; GEN000037; GEN000038; GEN000040; GEN000041; GEN000045; GEN000046; GEN000047; GEN000051; GEN000053; GEN000056; GEN000058; GEN000060; GEN000064; GEN000065; GEN000068; GEN000070; GEN000071; GEN000073; GEN000075; GEN000076; GEN000077; GEN000078; GEN000081; GEN000083; GEN000086; GEN000087; GEN000089; GEN000091; GEN000092; GEN000094; GEN000095; GEN000096; GEN000098; GEN000101; GEN000102; GEN000103; GEN000108; GEN000109; GEN000111; GEN000112; GEN000113; GEN000191; GEN000194; GEN000196; GEN000201; GEN000203; GEN000207; GEN000208; GEN000211; GEN000213; GEN000215; GEN000219; GEN000221; GEN000223; GEN000245; GEN000247; GEN000248; GEN000249; GEN000250; GEN000254; GEN000255; GEN000257; GEN000258; GEN000259; GEN000261; GEN000264; GEN000267; GEN000268; GEN000269; GEN000271; GEN000272; GEN000277; GEN000278; GEN000280; GEN000282; GEN000283; GEN000286; GEN000287; GEN000290; GEN000292; GEN000295; GEN000296; GEN000299; GEN000301; GEN000302; GEN000307; GEN000308; GEN000310; GEN000311; GEN000312; GEN000313; GEN000314; GEN000316; GEN000318; GEN000319; GEN000321; GEN000323; GEN000324; GEN000326; GEN000327; GEN000328; GEN000330; GEN000332; GEN000334; GEN000335; GEN000336; GEN000339; GEN000341; GEN000342; GEN000343; GEN000344; GEN000446; GEN000449; GEN000450; GEN000452; GEN000454; GEN000455; GEN000456; GEN000458; GEN000460; GEN000462; GEN000463; GEN000465; GEN000466; GEN000467; GEN000469; GEN000470; GEN000472; GEN000473; GEN000474; GEN000476; GEN000477; GEN000478; GEN000480; GEN000481; GEN000482; GEN000483; GEN000485; GEN000487; GEN000488; GEN000490; GEN000492; GEN000493; GEN000495; GEN000496; GEN000497; GEN000498; GEN000500; GEN000502; GEN000503; GEN000504; GEN000505; GEN000508; GEN000510; GEN000513; GEN000514; GEN000516; GEN000518; GEN000520; GEN000525; GEN000526; GEN000528; GEN000530; GEN000533; GEN000534; GEN000535; GEN000536; GEN000537; GEN000539; GEN000540; GEN000542; GEN000544; GEN000545; GEN000546; GEN000548; GEN000549; GEN000551; GEN000553; GEN000554; GEN000556; GEN000559; GEN000561; GEN000562; GEN000565; GEN000567; GEN000570; GEN000572; GEN000574; GEN000576; GEN000580; GEN000581; GEN000584; GEN000586; GEN000587; GEN000588; GEN000589; GEN000590; GEN000591; GEN000594; GEN000596; GEN000598; GEN000599; GEN000601; GEN000603; GEN000604; GEN000606; GEN000607; GEN000608; GEN000611; GEN000613; GEN000615; GEN000616; GEN000617; GEN000619; GEN000620; GEN000623; GEN000624; GEN000626; GEN000627; GEN000629; GEN000630; GEN000632; GEN000634; GEN000636; GEN000637; GEN000638; GEN000640; GEN000641; GEN000643; GEN000646; GEN000648; GEN000649; GEN000651; GEN000653; GEN000654; GEN000655; GEN000657; GEN000658; GEN000659; GEN000661; GEN000663; GEN000665; GEN000667; GEN000669; GEN000670; GEN000672; GEN000675; GEN000676; GEN000677; GEN000678; GEN000680; GEN000681; GEN000683; GEN000684; GEN000685; GEN000686; GEN000687; GEN000688; GEN000689; GEN000691; GEN000692; GEN000693; GEN000694; GEN000697; GEN000698; GEN000700; GEN000703; GEN000704; GEN000706; GEN000708; GEN000710; GEN000712; GEN000714; GEN000715; GEN000719; GEN000720; GEN000721; GEN000723; GEN000724; GEN000726; GEN000728; GEN000730; GEN000731; GEN000733; GEN000734; GEN000736; GEN000737; GEN000738; GEN000740; GEN000742; GEN000744; GEN000745; GEN000747; GEN000748; GEN000751; GEN000752; GEN000753; GEN000755; GEN000759; GEN000760; GEN000763; GEN000764; GEN000767; GEN000769; GEN000771; GEN000772; GEN000773; GEN000776; GEN000777; GEN001441; GEN001452; GEN001455; GEN001477; GEN001594; GEN001980; GEN002006; GEN002057; GEN002063; GEN002071; GEN002072; GEN002073; GEN002074; GEN002077; GEN002078; GEN002081; GEN002082; GEN002083; GEN002084; GEN002085; GEN002087; GEN002090; GEN002091; GEN002092; GEN002094; GEN002095; GEN002098; GEN002099; GEN002101; GEN002106; GEN002109; GEN002110; GEN002115; GEN002118; GEN002121; GEN002123; GEN002125; GEN002128; GEN002129; GEN002132; GEN002134; GEN002135; GEN002137,370,base_event_stream,2026-07-28T09:24:54+00:00
TensorRT,大模型,new,AI基础设施; 软件研发; 基础设施; 技术支持; 芯片,AI Infra工程师; 后端开发工程师; 系统软件工程师; DevOps工程师; 解决方案工程师; 芯片设计工程师,2024-12,2026-07,GEN000245,GEN002137,89,GEN000245; GEN000247; GEN000248; GEN000249; GEN000252; GEN000256; GEN000257; GEN000258; GEN000261; GEN000265; GEN000267; GEN000269; GEN000270; GEN000273; GEN000276; GEN000279; GEN000282; GEN000284; GEN000285; GEN000288; GEN000289; GEN000290; GEN000292; GEN000295; GEN000298; GEN000299; GEN000300; GEN000301; GEN000302; GEN000304; GEN000305; GEN000306; GEN000788; GEN001141; GEN001142; GEN001145; GEN001146; GEN001148; GEN001150; GEN001152; GEN001154; GEN001155; GEN001158; GEN001159; GEN001162; GEN001163; GEN001165; GEN001166; GEN001168; GEN001169; GEN001171; GEN001172; GEN001174; GEN001175; GEN001176; GEN001177; GEN001629; GEN001631; GEN001632; GEN001633; GEN001634; GEN001635; GEN001637; GEN001934; GEN002091; GEN002092; GEN002093; GEN002096; GEN002098; GEN002099; GEN002101; GEN002104; GEN002109; GEN002110; GEN002112; GEN002113; GEN002115; GEN002119; GEN002120; GEN002121; GEN002125; GEN002126; GEN002127; GEN002128; GEN002131; GEN002132; GEN002134; GEN002136; GEN002137,89,base_event_stream,2026-07-28T09:24:54+00:00
TensorRT-LLM,大模型,new,通信,通信工程师,2025-10,2026-06,GEN002078,GEN002087,2,GEN002078; GEN002087,2,base_event_stream,2026-07-28T09:24:54+00:00
